Date,Daily minimum temperatures,actual,forecast
1/1/1989,14.3,14.3,14.1
1/2/1989,17.4,17.4,14.3
1/3/1989,18.5,18.5,17.4
1/4/1989,16.8,16.8,18.5
1/5/1989,11.5,11.5,16.8
1/6/1989,9.5,9.5,11.5
1/7/1989,12.2,12.2,9.5
1/8/1989,15.7,15.7,12.2
1/9/1989,16.3,16.3,15.7
1/10/1989,13.6,13.6,16.3
1/11/1989,12.6,12.6,13.6
1/12/1989,13.8,13.8,12.6
1/13/1989,12.1,12.1,13.8
1/14/1989,13.4,13.4,12.1
1/15/1989,17.3,17.3,13.4
1/16/1989,19.4,19.4,17.3
1/17/1989,16.6,16.6,19.4
1/18/1989,13.9,13.9,16.6
1/19/1989,13.1,13.1,13.9
1/20/1989,16.0,16.0,13.1
1/21/1989,14.5,14.5,16.0
1/22/1989,15.0,15.0,14.5
1/23/1989,12.6,12.6,15.0
1/24/1989,12.5,12.5,12.6
1/25/1989,15.2,15.2,12.5
1/26/1989,16.2,16.2,15.2
1/27/1989,16.5,16.5,16.2
1/28/1989,20.1,20.1,16.5
1/29/1989,20.6,20.6,20.1
1/30/1989,16.9,16.9,20.6
1/31/1989,16.5,16.5,16.9
2/1/1989,16.1,16.1,16.5
2/2/1989,14.4,14.4,16.1
2/3/1989,16.3,16.3,14.4
2/4/1989,15.7,15.7,16.3
2/5/1989,14.2,14.2,15.7
2/6/1989,13.2,13.2,14.2
2/7/1989,16.8,16.8,13.2
2/8/1989,18.5,18.5,16.8
2/9/1989,16.7,16.7,18.5
2/10/1989,15.3,15.3,16.7
2/11/1989,15.9,15.9,15.3
2/12/1989,15.2,15.2,15.9
2/13/1989,17.5,17.5,15.2
2/14/1989,18.3,18.3,17.5
2/15/1989,19.4,19.4,18.3
2/16/1989,19.4,19.4,19.4
2/17/1989,19.5,19.5,19.4
2/18/1989,20.5,20.5,19.5
2/19/1989,15.7,15.7,20.5
2/20/1989,15.0,15.0,15.7
2/21/1989,16.1,16.1,15.0
2/22/1989,14.3,14.3,16.1
2/23/1989,13.0,13.0,14.3
2/24/1989,16.2,16.2,13.0
2/25/1989,17.7,17.7,16.2
2/26/1989,13.2,13.2,17.7
2/27/1989,15.8,15.8,13.2
2/28/1989,18.5,18.5,15.8
3/1/1989,20.4,20.4,18.5
3/2/1989,22.0,22.0,20.4
3/3/1989,19.7,19.7,22.0
3/4/1989,19.6,19.6,19.7
3/5/1989,20.3,20.3,19.6
3/6/1989,18.3,18.3,20.3
3/7/1989,18.9,18.9,18.3
3/8/1989,20.3,20.3,18.9
3/9/1989,21.4,21.4,20.3
3/10/1989,18.3,18.3,21.4
3/11/1989,17.8,17.8,18.3
3/12/1989,17.7,17.7,17.8
3/13/1989,12.8,12.8,17.7
3/14/1989,15.1,15.1,12.8
3/15/1989,15.0,15.0,15.1
3/16/1989,14.8,14.8,15.0
3/17/1989,12.0,12.0,14.8
3/18/1989,12.5,12.5,12.0
3/19/1989,15.0,15.0,12.5
3/20/1989,17.1,17.1,15.0
3/21/1989,17.3,17.3,17.1
3/22/1989,16.9,16.9,17.3
3/23/1989,16.5,16.5,16.9
3/24/1989,13.6,13.6,16.5
3/25/1989,13.2,13.2,13.6
3/26/1989,9.4,9.4,13.2
3/27/1989,9.5,9.5,9.4
3/28/1989,11.8,11.8,9.5
3/29/1989,10.4,10.4,11.8
3/30/1989,9.7,9.7,10.4
3/31/1989,12.6,12.6,9.7
4/1/1989,13.3,13.3,12.6
4/2/1989,15.1,15.1,13.3
4/3/1989,14.2,14.2,15.1
4/4/1989,14.2,14.2,14.2
4/5/1989,19.2,19.2,14.2
