Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,50.87929893272746
2017-04,20,55,55.0,52.44990875832411
2017-05,21,60,60.0,57.100350416153894
2017-06,20,74,74.0,64.73678303334789
2017-07,19,89,89.0,71.55251737247949
2017-08,19,64,64.0,56.06664402032096
2017-09,23,48,48.0,45.79338303557761
2017-10,33,40,40.0,40.45659188016539
2017-11,43,36,36.0,42.42878163549433
2017-12,56,35,35.0,50.91408612879429
2018-01,56,40,40.0,38.68214060938909
2018-02,33,42,42.0,41.00136155733757
2018-03,27,51,51.0,47.1296009560875
2018-04,24,56,56.0,54.99197701415846
2018-05,22,71,71.0,59.84854325906622
2018-06,21,79,79.0,68.45737557090263
2018-07,21,91,91.0,77.08225572752696
2018-08,21,66,66.0,61.37886983193333
2018-09,24,49,49.0,50.52101189702281
2018-10,39,39,39.0,45.19291074747326
2018-11,53,34,34.0,44.7774405864741
2018-12,48,36,36.0,48.586511665956955
2019-01,49,39,39.0,45.02885429566973
2019-02,39,42,42.0,47.082644597205444
2019-03,30,53,53.0,49.16578346481879
2019-04,24,57,57.0,56.39728105933554
2019-05,23,65,65.0,64.97761944864601
2019-06,22,82,82.0,73.50466982133412
2019-07,21,100,100.0,83.55024866596098
2019-08,21,68,68.0,65.00285340775834
2019-09,24,51,51.0,52.50007489482118
2019-10,40,40,40.0,45.74688206075077
2019-11,56,36,36.0,43.977909558676984
2019-12,46,36,36.0,47.15250824540845
2020-01,41,43,43.0,45.75814503894169
2020-02,34,45,45.0,48.05115954724077
2020-03,25,44,44.0,53.74067638019528
2020-04,25,53,53.0,59.51620831430314
2020-05,27,70,70.0,68.07510696549787
2020-06,24,74,74.0,79.90437999037707
