Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,50.87929893272746
2017-04,20,55,55.0,52.44990875832411
2017-05,21,60,60.0,57.100350416153894
2017-06,20,74,74.0,64.73678303334789
2017-07,19,89,89.0,71.55251737247949
2017-08,19,64,64.0,56.06664402032096
2017-09,23,48,48.0,45.79338303557761
2017-10,33,40,40.0,40.45659188016539
2017-11,43,36,36.0,42.42878163549433
2017-12,56,35,35.0,50.91408612879429
2018-01,56,40,40.0,38.68214060938909
2018-02,33,42,42.0,41.00136155733757
2018-03,27,51,51.0,49.01739463196436
2018-04,24,56,56.0,53.03887565681617
2018-05,22,71,71.0,58.086693524473176
2018-06,21,79,79.0,65.2397011264178
2018-07,21,91,91.0,72.44884985579485
2018-08,21,66,66.0,57.20100317514745
2018-09,24,49,49.0,46.9680192727765
2018-10,39,39,39.0,41.76972651084897
2018-11,53,34,34.0,43.87080540479148
2018-12,48,36,36.0,52.44285210277344
2019-01,49,39,39.0,40.29968967008186
2019-02,39,42,42.0,42.702071727301416
2019-03,30,53,53.0,50.78860676805451
2019-04,24,57,57.0,54.87432675721722
2019-05,23,65,65.0,59.980681975621664
2019-06,22,82,82.0,67.18576297411163
2019-07,21,100,100.0,74.44174288891168
2019-08,21,68,68.0,59.23613835444632
2019-09,24,51,51.0,49.04106815441472
2019-10,40,40,40.0,43.87684809896044
2019-11,56,36,36.0,46.00858014909247
2019-12,46,36,36.0,54.60817858330493
2020-01,41,43,43.0,42.489781916214525
2020-02,34,45,45.0,44.914431490276804
2020-03,25,44,44.0,53.02098489723347
2020-04,25,53,53.0,57.12470087026554
2020-05,27,70,70.0,62.247234950451656
2020-06,24,74,74.0,69.46686089068571
