Date,Daily minimum temperatures,actual,forecast
1/1/1989,14.3,14.3,14.27937019359511
1/2/1989,17.4,17.4,14.43128327449407
1/3/1989,18.5,18.5,14.488126881995546
1/4/1989,16.8,16.8,14.465689974445192
1/5/1989,11.5,11.5,14.44342262514776
1/6/1989,9.5,9.5,14.421323552732314
1/7/1989,12.2,12.2,14.39939148551139
1/8/1989,15.7,15.7,14.37762516140781
1/9/1989,16.3,16.3,14.35602332788205
1/10/1989,13.6,13.6,14.334584741860178
1/11/1989,12.6,12.6,14.313308169662305
1/12/1989,13.8,13.8,14.292192386931603
1/13/1989,12.1,12.1,14.271236178563848
1/14/1989,13.4,13.4,14.250438338637498
1/15/1989,17.3,17.3,14.229797670344292
1/16/1989,19.4,19.4,14.20931298592039
1/17/1989,16.6,16.6,14.188983106578014
1/18/1989,13.9,13.9,14.168806862437622
1/19/1989,13.1,13.1,14.148783092460581
1/20/1989,16.0,16.0,14.128910644382362
1/21/1989,14.5,14.5,14.109188374646225
1/22/1989,15.0,15.0,14.089615148337423
1/23/1989,12.6,12.6,14.070189839117884
1/24/1989,12.5,12.5,14.050911329161403
1/25/1989,15.2,15.2,14.031778509089316
1/26/1989,16.2,16.2,14.012790277906653
1/27/1989,16.5,16.5,13.993945542938794
1/28/1989,20.1,20.1,13.975243219768583
1/29/1989,20.6,20.6,13.956682232173927
1/30/1989,16.9,16.9,13.938261512065864
1/31/1989,16.5,16.5,15.670151568657316
2/1/1989,16.1,16.1,15.571523253115673
2/2/1989,14.4,14.4,15.614166898897373
2/3/1989,16.3,16.3,15.585214264687236
2/4/1989,15.7,15.7,15.556471434967643
2/5/1989,14.2,14.2,15.527936889395955
2/6/1989,13.2,13.2,15.499609118646658
2/7/1989,16.8,16.8,15.471486624331526
2/8/1989,18.5,18.5,15.443567918920358
2/9/1989,16.7,16.7,15.415851525662307
2/10/1989,15.3,15.3,15.388335978507756
2/11/1989,15.9,15.9,15.361019822030784
2/12/1989,15.2,15.2,15.333901611352168
2/13/1989,17.5,17.5,15.306979912062967
2/14/1989,18.3,18.3,15.280253300148647
2/15/1989,19.4,19.4,15.253720361913757
2/16/1989,19.4,19.4,15.22737969390715
2/17/1989,19.5,19.5,15.201229902847752
2/18/1989,20.5,20.5,15.175269605550863
2/19/1989,15.7,15.7,15.149497428854994
2/20/1989,15.0,15.0,15.123912009549237
2/21/1989,16.1,16.1,15.098511994301148
2/22/1989,14.3,14.3,15.073296039585177
2/23/1989,13.0,13.0,15.048262811611593
2/24/1989,16.2,16.2,15.02341098625594
2/25/1989,17.7,17.7,14.998739248988988
2/26/1989,13.2,13.2,14.974246294807214
2/27/1989,15.8,15.8,14.949930828163767
2/28/1989,18.5,18.5,14.92579156289994
3/1/1989,20.4,20.4,14.901827222177142
3/2/1989,22.0,22.0,18.163216548555656
3/3/1989,19.7,19.7,16.86676792039287
3/4/1989,19.6,19.6,16.523499280705146
