Month,Passengers,actual,forecast
1958-08,505,505.0,490.3379107897934
1958-09,404,404.0,427.8830430177261
1958-10,359,359.0,370.7714129698707
1958-11,310,310.0,328.79427213494245
1958-12,337,337.0,359.78959112442766
1959-01,360,360.0,363.7905496834726
1959-02,342,342.0,341.7903533934964
1959-03,406,406.0,385.79039358899075
1959-04,396,396.0,371.79038535791454
1959-05,420,420.0,386.7903870434421
1959-06,472,472.0,458.79038669828645
1959-07,548,548.0,514.7903867689661
1959-08,559,559.0,514.1282975442859
1959-09,463,463.0,451.67342977518246
1959-10,407,407.0,394.5617997267202
1959-11,362,362.0,352.58465889191615
1959-12,405,405.0,383.57997788137595
1960-01,417,417.0,387.5809364404261
1960-02,391,391.0,365.5807401504488
1960-03,419,419.0,409.58078034594354
1960-04,461,461.0,395.58077211486716
1960-05,472,472.0,410.5807738003947
1960-06,535,535.0,482.580773455239
1960-07,622,622.0,538.5807735259186
1960-08,606,606.0,537.9186843012385
1960-09,508,508.0,475.46381653213507
1960-10,461,461.0,418.35218648367277
1960-11,390,390.0,376.3750456488687
1960-12,432,432.0,407.3703646383285
