dataset,scenario,branch,part0_model,metric,part2_n_runs,part2_mean,part2_std,part0_value,delta_part2_minus_part0,part2_better
AirPassengers,S1,Base,Naive (Flat),mae,16,21.95984081014988,0.0,81.44827586206897,-59.48843505191909,True
AirPassengers,S1,Base,Naive (Flat),rmse,16,26.03914002066169,0.0,93.13394136662936,-67.09480134596767,True
AirPassengers,S1,Base,Naive (Flat),smape,16,4.892850811020417,0.0,18.057443575330144,-13.164592764309727,True
AirPassengers,S1,Base,Naive (Flat),mase,16,1.042657997649765,0.0,3.867181777707564,-2.824523780057799,True
AirPassengers,S1,Base,Naive (Flat),r2,16,0.8889281782913843,0.0,-0.4209100492493396,1.309838227540724,True
AirPassengers,S1,Base,Naive (Seasonal),mae,16,21.95984081014988,0.0,64.75862068965517,-42.7987798795053,True
AirPassengers,S1,Base,Naive (Seasonal),rmse,16,26.03914002066169,0.0,75.23388818235092,-49.19474816168923,True
AirPassengers,S1,Base,Naive (Seasonal),smape,16,4.892850811020417,0.0,15.43044131251834,-10.537590501497924,True
AirPassengers,S1,Base,Naive (Seasonal),mase,16,1.042657997649765,0.0,3.0747533355354806,-2.032095337885716,True
AirPassengers,S1,Base,Naive (Seasonal),r2,16,0.8889281782913843,0.0,0.0727910062494688,0.8161371720419155,True
AirPassengers,S1,Base,Auto-ARIMA,mae,16,21.95984081014988,0.0,28.5474087597444,-6.587567949594522,True
AirPassengers,S1,Base,Auto-ARIMA,rmse,16,26.03914002066169,0.0,35.08281305366807,-9.043673033006378,True
AirPassengers,S1,Base,Auto-ARIMA,smape,16,4.892850811020417,0.0,6.345217060526792,-1.4523662495063752,True
AirPassengers,S1,Base,Auto-ARIMA,mase,16,1.042657997649765,0.0,1.3554371506084386,-0.3127791529586736,True
AirPassengers,S1,Base,Auto-ARIMA,r2,16,0.8889281782913843,0.0,0.7983772938713357,0.0905508844200485,True
AirPassengers,S1,ChalDL,Naive (Flat),mae,16,350.7835363595393,132.95456665377262,81.44827586206897,269.3352604974704,False
AirPassengers,S1,ChalDL,Naive (Flat),rmse,16,360.8757592566433,126.99818664885407,93.13394136662936,267.741817890014,False
AirPassengers,S1,ChalDL,Naive (Flat),smape,16,146.4137790180047,62.94085900637997,18.057443575330144,128.35633544267455,False
AirPassengers,S1,ChalDL,Naive (Flat),mase,16,16.655278277795702,6.312711619546056,3.867181777707564,12.788096500088136,False
AirPassengers,S1,ChalDL,Naive (Flat),r2,16,-22.81064132564828,10.916019015248695,-0.4209100492493396,-22.389731276398937,False
AirPassengers,S1,ChalDL,Naive (Seasonal),mae,16,350.7835363595393,132.95456665377262,64.75862068965517,286.02491566988414,False
AirPassengers,S1,ChalDL,Naive (Seasonal),rmse,16,360.8757592566433,126.99818664885407,75.23388818235092,285.6418710742924,False
AirPassengers,S1,ChalDL,Naive (Seasonal),smape,16,146.4137790180047,62.94085900637997,15.43044131251834,130.98333770548635,False
AirPassengers,S1,ChalDL,Naive (Seasonal),mase,16,16.655278277795702,6.312711619546056,3.0747533355354806,13.580524942260222,False
AirPassengers,S1,ChalDL,Naive (Seasonal),r2,16,-22.81064132564828,10.916019015248695,0.0727910062494688,-22.883432331897744,False
AirPassengers,S1,ChalDL,Auto-ARIMA,mae,16,350.7835363595393,132.95456665377262,28.5474087597444,322.23612759979494,False
AirPassengers,S1,ChalDL,Auto-ARIMA,rmse,16,360.8757592566433,126.99818664885407,35.08281305366807,325.79294620297526,False
AirPassengers,S1,ChalDL,Auto-ARIMA,smape,16,146.4137790180047,62.94085900637997,6.345217060526792,140.06856195747793,False
AirPassengers,S1,ChalDL,Auto-ARIMA,mase,16,16.655278277795702,6.312711619546056,1.3554371506084386,15.299841127187264,False
AirPassengers,S1,ChalDL,Auto-ARIMA,r2,16,-22.81064132564828,10.916019015248695,0.7983772938713357,-23.609018619519613,False
AirPassengers,S1,ChalML,Naive (Flat),mae,18,77.79012400696496,0.0,81.44827586206897,-3.658151855104009,True
AirPassengers,S1,ChalML,Naive (Flat),rmse,18,101.90508797688334,0.0,93.13394136662936,8.771146610253979,False
AirPassengers,S1,ChalML,Naive (Flat),smape,18,17.917062569495812,0.0,18.057443575330144,-0.1403810058343317,True
AirPassengers,S1,ChalML,Naive (Flat),mase,18,3.693491935357769,0.0,3.867181777707564,-0.1736898423497952,True
AirPassengers,S1,ChalML,Naive (Flat),r2,18,-0.7011490128783204,0.0,-0.4209100492493396,-0.2802389636289808,False
AirPassengers,S1,ChalML,Naive (Seasonal),mae,18,77.79012400696496,0.0,64.75862068965517,13.031503317309785,False
AirPassengers,S1,ChalML,Naive (Seasonal),rmse,18,101.90508797688334,0.0,75.23388818235092,26.671199794532413,False
