llm_version,branch,mae_count,mae_mean,mae_std,mae_median,mae_q1,mae_q3,mae_iqr,mae_ci95_low,mae_ci95_high,rmse_count,rmse_mean,rmse_std,rmse_median,rmse_q1,rmse_q3,rmse_iqr,rmse_ci95_low,rmse_ci95_high,smape_count,smape_mean,smape_std,smape_median,smape_q1,smape_q3,smape_iqr,smape_ci95_low,smape_ci95_high,mase_count,mase_mean,mase_std,mase_median,mase_q1,mase_q3,mase_iqr,mase_ci95_low,mase_ci95_high,r2_count,r2_mean,r2_std,r2_median,r2_q1,r2_q3,r2_iqr,r2_ci95_low,r2_ci95_high
ClaudeOpus47,Base,25,10.390220442147523,7.251161119046168,11.49637137855457,5.39857528495738,15.6821605751342,10.28358529017682,7.547765283481427,13.232675600813623,25,12.682933498501866,8.543183297346946,15.014304915841558,6.346583221469086,19.44218870072853,13.095605479259444,9.334005645941865,16.03186135106187,25,14.60275287173791,11.996203207862076,10.458974324752395,4.154149606320374,27.01627171772699,22.862122111406617,9.900241214255974,19.305264529219844,25,1.309995593820859,0.9863117690871572,1.2115670407408137,0.6069874516482662,1.2953308989570351,0.688343447308769,0.9233613803386932,1.6966298073030246,25,0.6378246470274993,0.4054929431093589,0.8646850433067462,0.3866663467263987,0.931475126572679,0.5448087798462802,0.4788714133286306,0.796777880726368
ClaudeOpus47,ChalDL,36,30.149161581493072,33.99340819264616,9.237937307357788,2.0441809808609728,48.649929178172144,46.60574819731117,19.044648238561997,41.25367492442415,36,37.71845005399437,43.13303745566809,11.667218171721093,2.6595527793777927,58.45298337461537,55.79343059523758,23.62832448514279,51.80857562284594,36,31.949252667945725,29.94461364499868,16.850900463057684,10.5506455716785,41.48329501138048,30.932649439701983,22.167345543912823,41.73115979197863,36,3.772134676130942,6.36549828300547,1.5655850632669814,1.1391662112299297,2.2658061158727163,1.1266399046427866,1.692738570349155,5.851530781912729,36,-4.367472460786727,16.204272355897686,0.2239943414968647,-0.4456938736763525,0.6339908598867604,1.079684733563113,-9.660868097046638,0.9259231754731836
ClaudeOpus47,ChalML,44,16.294488465732588,23.636615586085977,5.708828878955056,1.540176238674431,26.035337098333983,24.495160859659556,9.310314874036653,23.278662057428527,44,21.27130130054573,31.26918673531324,7.335995738952802,1.999630841062894,34.54519917741978,32.54556833635689,12.031847054856613,30.510755546234847,44,17.799441526259137,10.607100281422127,14.60157400163366,9.48059350684122,22.299426661998773,12.818833155157552,14.665243679694832,20.933639372823443,44,1.35829179126455,0.7893283326272336,1.2987019891548963,0.7403611544120925,1.9482031054642808,1.2078419510521885,1.1250601733184638,1.5915234092106365,44,0.4239567188500887,0.5004648494817391,0.6171573887349127,0.2440938335775841,0.8045093354026089,0.5604155018250248,0.2760788057625644,0.571834631937613
DeepSeekV4Pro,Base,19,12.209215620017108,5.836674366849766,13.008424846188102,6.5678397756659646,16.769099600645966,10.20125982498,9.584726750877811,14.833704489156403,19,14.859688283988993,6.845553681044733,17.23978255624867,8.423773411799964,19.94740107927581,11.523627667475846,11.781551949874077,17.93782461810391,19,17.746360409514125,32.1002859827254,10.39279631914403,4.154149606320374,12.744723170626331,8.59057356430596,3.312311503797691,32.18040931523056,19,1.556396847289213,1.2485491709998715,1.2811444153734508,0.6069874516482662,1.5791548152214725,0.9721673635732064,0.9949806715859156,2.11781302299251,19,0.1834503775825717,2.251473115062937,0.8655210518735972,0.7577869389328661,0.931475126572679,0.1736881876398128,-0.8289354021021551,1.1958361572672986
DeepSeekV4Pro,ChalDL,23,157.54051023241115,189.61659606348115,38.9956208625,9.050251626968384,401.7704475994768,392.7201959725084,80.0464351220105,235.0345853428118,23,162.7062510104274,191.41849291440784,42.73792221237592,12.93609451699474,409.00758853977504,396.0714940227803,84.47576182654468,240.9367401943101,23,91.72149901059016,70.9781640365267,104.7011262903284,17.10261074911762,167.2162492397554,150.11363849063778,62.71355725214049,120.72944076903984,23,7.607134344507076,5.641795889315413,9.261178941742267,1.520116063762169,13.657543268233038,12.13742720447087,5.301398646890252,9.9128700421239,23,-10.550486753283762,12.931941217412902,-5.035810770239125,-26.403968163733342,0.0372676714033418,26.441235835136688,-15.835619198599758,-5.265354307967766
DeepSeekV4Pro,ChalML,33,19.9551288440344,24.320702982809003,9.295969877426868,2.657572520882738,27.043594105020915,24.386021584138177,11.657094549807807,28.253163138260994,33,25.85165730563317,32.069433705996765,12.346127270489012,3.6015630375540404,34.54519917741978,30.943636139865745,14.909816484794703,36.79349812647164,33,17.809074879378226,10.580283208919235,16.672822323550456,10.086471888073962,22.66897590284324,12.582504014769276,14.19916471468029,21.41898504407616,33,1.603642926543251,1.0362215861509938,1.351032459325793,0.8850296109334655,2.217666016510331,1.3326364055768654,1.2500921979982451,1.957193655088257,33,0.3156143903791842,0.5909304103414945,0.487932345814505,-0.0923582214006033,0.7980474257532395,0.8904056471538428,0.1139935402754195,0.5172352404829488
GPT55,Base,27,10.400665842835943,7.168448782718095,11.49637137855457,5.39857528495738,15.329068497912804,9.930493212955424,7.696711364378043,13.104620321293844,27,12.78901321565528,8.491150483926372,15.014304915841558,6.346583221469086,18.93834847716184,12.591765255692753,9.586132777473932,15.991893653836629,27,15.463514592562651,13.97471131244798,10.458974324752395,4.154149606320374,26.600505918807265,22.44635631248689,10.192223078344409,20.73480610678089,27,1.245259445007065,0.9570522060479644,1.2225083776906551,0.6069874516482662,1.2878954111172831,0.6809079594690169,0.884257270464058,1.6062616195500723,27,0.6452035769986063,0.3908995458856665,0.8646850433067462,0.3341955201868151,0.931475126572679,0.5972796063858639,0.4977554177437208,0.7926517362534917
GPT55,ChalDL,37,101.51129574506965,167.11465083984316,9.894844245910644,2.268763892944545,46.64582772090517,44.37706382796063,47.66327619563081,155.3593152945085,37,105.4404408627446,169.3464567228941,12.364954146608955,2.941822263870318,56.783840674222816,53.842018410352495,50.873284324315776,160.00759740117343,37,66.93258759350597,63.935556917736704,33.13609323919071,17.848902115598516,103.04493379134196,85.19603167574344,46.33114360574928,87.53403158126267,37,5.501638429299044,6.25558158864435,1.820283128273121,1.399657663540394,9.186663319082822,7.787005655542428,3.4859523240678723,7.517324534530216,37,-7.657736932584479,13.742974863474956,-0.2118094092460472,-4.983727075037401,0.4861208895964964,5.469847964633898,-12.086025986816274,-3.2294478783526825
GPT55,ChalML,45,15.920824719379947,23.776571814589325,5.529756246600285,0.8958114994658546,26.035337098333983,25.13952559886813,8.973796688401187,22.867852750358708,45,20.778661133507143,31.472427860572488,7.298369081389841,1.3314675266239815,34.494431691835466,33.162964165211484,11.583061353382558,29.974260913631728,45,16.69791062613053,9.73736062297644,14.603819503618196,7.946330553353002,22.21109647426008,14.26476592090708,13.85285299027494,19.54296826198612,45,1.2940874104817808,0.795427631728952,1.278213762617568,0.5551846549020402,1.94857438279618,1.3933897278941396,1.0616797237333735,1.5264950972301878,45,0.4919626341693517,0.4553380138185826,0.7073965452558536,0.2458497236702685,0.807053397608134,0.5612036739378655,0.3589221786219747,0.6250030897167287
Gemini31Pro,Base,24,10.037209098819494,7.542125467118579,9.083726455641628,4.248679103412717,15.960811029974035,11.71213192656132,7.019730466972671,13.054687730666316,24,12.225820281982932,8.844450572785428,11.78611350150256,5.0761452673108565,19.31691472232715,14.240769455016297,8.687303092079782,15.764337471886082,24,16.637784706723167,13.617320894970431,11.514834019158986,4.708175509845407,27.58868335102552,22.88050784118011,11.189721690175038,22.085847723271296,24,1.342210804008812,0.972090093350326,1.238321009785042,0.7116140914876699,1.3681873117419414,0.6565732202542716,0.9532937675974268,1.7311278404201969,24,0.5983404297859117,0.4061339562150807,0.8135679511323733,0.2910334559504726,0.8995649153617079,0.6085314594112353,0.4358530063282623,0.7608278532435612
Gemini31Pro,ChalDL,37,106.65443721938574,167.32796644961292,8.233784021100874,1.031032686736885,61.73112645642511,60.70009376968822,52.737682684310656,160.5711917544608,37,117.6648357256873,182.5491437945796,10.762803480133536,1.6150016370316027,81.28076667601086,79.66576503897926,58.84348275404099,176.4861886973336,37,68.1384854698144,63.918573461418816,43.229386950385134,12.635517623457089,117.13947758148169,104.5039599580246,47.54251392557613,88.73445701405267,37,8.979882819963455,18.384184993854817,1.874072146771196,1.1224056294840223,9.690908231532651,8.568502602048628,3.0560936849322617,14.90367195499465,37,-48.1408976718525,179.30642883463292,-0.0822465344782659,-5.574333664554306,0.6063247631261696,6.180658427680475,-105.91737649464989,9.635581150944889
Gemini31Pro,ChalML,35,18.5075372066532,25.3535456822516,8.144652271270752,1.557822288924647,28.258166532902173,26.70034424397753,10.10789566037617,26.90717875293023,35,24.316784905936863,33.40706917106791,12.232672442687548,2.165624040052125,35.54699698132774,33.381372941275615,13.249007259945207,35.38456255192852,35,23.827769953828398,15.977090996591434,17.917062569495812,13.859568922154317,36.79482524725215,22.935256325097832,18.534552231718457,29.12098767593833,35,1.6985331575589353,0.8080898022828885,1.9430052804011928,1.036152668201138,2.236286577566033,1.200133909364895,1.4308126279949085,1.966253687122962,35,0.1611260291679353,0.5792241324962233,0.2458497236702685,-0.0571612499293094,0.4973004021992947,0.5544616521286041,-0.0307711969201465,0.3530232552560173
Grok43,Base,22,11.983978895597623,5.544241193610255,12.252398112371337,6.5678397756659646,15.329068497912804,8.76122872224684,9.66718795511068,14.300769836084566,22,14.729710662868088,6.535603240186059,16.127043736045113,8.423773411799964,18.93834847716184,10.514575065361877,11.998655889325605,17.460765436410572,22,9.495419815897556,7.899644335239568,7.642823565082223,3.281706398326252,12.075852869166466,8.794146470840214,6.194368546691429,12.796471085103684,22,1.2688460888428936,1.0604163973176686,1.0138170267371276,0.4833972983470602,1.495414298999283,1.0120170006522229,0.825726279177903,1.7119658985078845,22,0.7411608956321778,0.3901135312743941,0.8772246150824907,0.7875914007617615,0.9463534329657604,0.1587620322039988,0.5781428263498511,0.9041789649145044
