dataset,scenario,mae_count,mae_mean,mae_std,mae_median,mae_q1,mae_q3,mae_iqr,mae_ci95_low,mae_ci95_high,rmse_count,rmse_mean,rmse_std,rmse_median,rmse_q1,rmse_q3,rmse_iqr,rmse_ci95_low,rmse_ci95_high,smape_count,smape_mean,smape_std,smape_median,smape_q1,smape_q3,smape_iqr,smape_ci95_low,smape_ci95_high,mase_count,mase_mean,mase_std,mase_median,mase_q1,mase_q3,mase_iqr,mase_ci95_low,mase_ci95_high,r2_count,r2_mean,r2_std,r2_median,r2_q1,r2_q3,r2_iqr,r2_ci95_low,r2_ci95_high
AirPassengers,S1,50,147.28232533680796,160.73645745372244,77.79012400696496,21.95984081014988,331.9985144549403,310.0386736447904,102.72845242943134,191.83619824418457,50,160.4985994404156,158.78436939076184,101.90508797688334,26.03914002066169,342.28668136090585,316.24754134024414,116.48581773810176,204.51138114272945,50,54.86826407030654,72.56950096552606,17.917062569495812,4.892850811020417,137.10083534509894,132.20798453407852,34.75302466420804,74.98350347640503,50,5.006626900888191,5.463978586710697,2.6443507500717462,0.7464896381008044,11.285758082131633,10.539268444030828,3.4920893070070718,6.52116449476931,50,-7.267361851790401,12.366315709943162,-0.7011490128783204,-21.12268144757517,0.8889281782913843,22.01160962586656,-10.695129684933862,-3.83959401864694
AirPassengers,S2,52,132.5834990177466,173.920681008534,30.480995967470367,11.49637137855457,401.5688664008831,390.07249502232855,85.31131943504754,179.85567860044563,52,138.3562300917445,174.95541929181763,36.54879478523569,15.014304915841558,408.8095984936226,393.7952935777811,90.80280543994364,185.90965474354533,52,52.194817156425984,74.44826527284461,7.006263288794157,2.595548758638514,167.07434494460793,164.47879618596943,31.959548152243325,72.43008616060864,52,4.506963827996007,5.91215516299637,1.036152668201138,0.390800743231393,13.650690838049822,13.259890094818427,2.900021749772244,6.11390590621977,52,-7.05361360624446,12.528762791566466,0.7811750983831706,-26.37743705867745,0.9630715496203976,27.34050860829785,-10.45897012392568,-3.648257088563239
AirPassengers,S3,39,36.059021445405264,25.87736134123672,26.035337098333983,24.54014375958736,45.22518967299029,20.68504591340293,27.9373810154433,44.18066187536723,39,45.36802336610809,31.77283455119148,34.54519917741978,30.799771488371483,53.39211577685351,22.592344288482025,35.39608170394801,55.33996502826817,39,8.25921465377905,6.012620954382504,5.802373560782968,5.689449828812727,10.274603756365996,4.58515392755327,6.37214646358715,10.146282843970951,39,1.2257687158009056,0.8796594779364296,0.8850296109334655,0.8342029066790422,1.537357932778218,0.7031550260991757,0.9496865493698554,1.5018508822319558,39,0.5016970027343849,0.7789041766706623,0.8045093354026089,0.5314914819778706,0.8423657906517565,0.310874308673886,0.2572370066437495,0.7461569988250203
AirPassengers,S4,48,118.79220575512508,148.72085461535764,61.814613967858826,17.856038626157734,82.77586206896552,64.9198234428078,76.71883328644398,160.86557822380615,48,131.61317776757457,147.48760932797794,81.2807696524155,20.45261345782309,104.16831776496282,83.71570430713973,89.88869240322978,173.33766313191936,48,43.25240924940443,68.00174298509465,14.004282329332066,4.154149606320374,18.110620072314184,13.95647046599381,24.01460518667844,62.49021331213042,48,4.038150888705572,5.055527401116117,2.101288857653287,0.6069874516482662,2.81383293501764,2.206845483369374,2.6079339367999115,5.468367840611233,48,-5.3267275536355,11.528630422879456,-0.0822466137394209,-0.7775779937030041,0.931475126572679,1.7090531202756831,-8.58819591387371,-2.06525919339729
ETTh1,S1,2,6.6046149535164185,3.37744225740925,6.6046149535164185,5.410508791876378,7.798721115156459,2.388212323280081,1.9237187998874576,11.285511107145378,2,8.171607350363631,3.813510923866437,8.171607350363631,6.823327633166164,9.519887067561095,2.696559434394933,2.8863508589495623,13.4568638417777,2,97.84612510861017,68.13476283639731,97.84612510861017,73.75684869053332,121.93540152668704,48.17855283615371,3.416161549748906,192.2760886674714,2,2.932882365809142,1.4998059550799805,2.932882365809142,2.4026208851586315,3.463143846459652,1.0605229613010208,0.8542573616591418,5.011507369959142,2,-5.235742301667761,5.248624717810241,-5.235742301667761,-7.091411366601236,-3.3800732367342854,3.711338129866951,-12.509965036206983,2.038480432871462
ETTh1,S2,2,1.054849022511768,0.8156327140430165,1.054849022511768,0.7664793109830654,1.3432187340404704,0.576739423057405,-0.0755602466807461,2.185258291704282,2,1.4249428386296694,1.0471224101992722,1.4249428386296694,1.0547291601375155,1.795156517121823,0.7404273569843072,-0.0262947810595721,2.876180458318911,2,18.43526371897651,11.806974636692088,18.43526371897651,14.260867803525237,22.609659634427786,8.348791830902549,2.071631730407514,34.79889570754551,2,0.4684221742659815,0.3621944384085837,0.4684221742659815,0.3403671025126,0.5964772460193629,0.2561101435067628,-0.0335537070072737,0.9703980555392366,2,0.7828384268858206,0.2513089372275239,0.7828384268858206,0.6939873000426373,0.8716895537290039,0.1777022536863666,0.4345420096605421,1.131134844111099
ETTh1,S4,1,2.657572520882738,0.0,2.657572520882738,2.657572520882738,2.657572520882738,0.0,2.657572520882738,2.657572520882738,1,3.6015630375540404,0.0,3.6015630375540404,3.6015630375540404,3.6015630375540404,0.0,3.6015630375540404,3.6015630375540404,1,41.72121235840216,0.0,41.72121235840216,41.72121235840216,41.72121235840216,0.0,41.72121235840216,41.72121235840216,1,1.1801365616637616,0.0,1.1801365616637616,1.1801365616637616,1.1801365616637616,0.0,1.1801365616637616,1.1801365616637616,1,-0.0923582214006033,0.0,-0.0923582214006033,-0.0923582214006033,-0.0923582214006033,0.0,-0.0923582214006033,-0.0923582214006033
ILINet,S1,28,0.9918136902698764,0.2140384088396061,0.9089546635127376,0.8762196450988882,1.0098815838277289,0.1336619387288407,0.9125327541570972,1.0710946263826555,28,1.4411887567934545,0.2771940914882084,1.3246768264833335,1.271818548673902,1.468397476573306,0.1965789278994039,1.3385146284570546,1.5438628851298544,28,46.48971115336376,18.3507413967076,40.97634567590234,39.3699640420181,43.38715996482465,4.01719592280655,39.69250141805527,53.286920888672256,28,1.4609477677761895,0.3152799146455655,1.3388959032289174,1.2906770164067232,1.4875618879690458,0.1968848715623226,1.3441664531225723,1.577729082429807,28,0.076393853142722,0.3935819119546822,0.2464073525171113,0.0711393426924657,0.3054987947954246,0.2343594521029587,-0.0693909271964351,0.2221786334818792
ILINet,S2,17,0.2058041993318741,0.0107029347970147,0.209876682666402,0.2047674406445967,0.2114371078420453,0.0066696671974486,0.2007163470896686,0.2108920515740796,17,0.3602659192291747,0.0292986579280248,0.3771523328692396,0.3355853357553264,0.3836069303262183,0.0480215945708918,0.3463382213351083,0.3741936171232412,17,8.05618049270453,0.4338804425538217,7.946713134650271,7.946330553353002,8.186928510364913,0.2405979570119107,7.849926822625901,8.262434162783162,17,0.3031508725505233,0.0157654898835869,0.3091496659683329,0.3016237205211051,0.311448182009705,0.0098244614885998,0.2956564343824007,0.310645310718646,17,0.9439256769146586,0.0087982934724096,0.9389260103317946,0.9368176778185844,0.9516464188199704,0.0148287410013859,0.939743233685754,0.9481081201435632
ILINet,S3,20,0.4663298278643409,0.4883687050439351,0.2325729108850472,0.2137158351916768,0.3375671507208208,0.1238513155291439,0.2522928058422314,0.6803668498864504,20,0.7019619355091901,0.6608537426716664,0.3836272848591164,0.3642569207622824,0.5456885154571098,0.1814315946948274,0.4123300127165861,0.991593858301794,20,19.02407858581049,19.27245313271217,10.654755155970332,8.058671094109213,14.53317281123351,6.474501717124296,10.57755358741754,27.47060358420343,20,0.6869067524975219,0.719370156396555,0.3425813520584352,0.3148047616450484,0.4972385238864355,0.1824337622413871,0.3716288806428008,1.002184624352243,20,0.610293899537639,0.7095073854496875,0.9368109724397576,0.8411560708625052,0.9430310364291722,0.1018749655666669,0.2993385776345243,0.9212492214407536
ILINet,S4,34,0.9118430019174176,0.0926145046645916,0.8776198985492369,0.8406760033064878,0.993245840029238,0.1525698367227501,0.8807118191506601,0.9429741846841748,34,1.3622195606994398,0.1108378144608879,1.3314675266239815,1.3151967050869513,1.4102505839703925,0.0950538788834411,1.3249628451131927,1.399476276285687,34,38.26812106663338,4.720014093660476,36.84780319633968,34.728076005961164,43.1234231869596,8.395347180998435,36.68154861835905,39.8546935149077,34,1.3431504437603663,0.1364217445078981,1.2927395984951509,1.238321009785042,1.4630573333272472,0.2247363235422053,1.297294016875443,1.38900687064529,34,0.1981398822891096,0.1359365564284372,0.2388261632995312,0.1460837642750522,0.2573054699826817,0.1112217057076295,0.1524465451797309,0.2438332193984883
IceCreamHeater,S1,51,36.59129870829904,66.72753507225386,15.329068497912804,14.240110725555455,24.050375213623045,9.810264488067588,18.27759997837935,54.90499743821872,51,47.188192455142485,93.9311016372331,18.93834847716184,17.250379716751738,28.134792731030963,10.884413014279223,21.40834168003054,72.96804323025444,51,40.37532957936096,26.407264313507927,26.600505918807265,25.650797802847254,54.12525334603558,28.47445554318832,33.12772658615469,47.62293257256723,51,8.729296750672646,15.918660327694548,3.656934641658937,3.397150597926629,5.73750781240027,2.3403572144736406,4.360342478502262,13.09825102284303,51,-35.53978964146817,154.0085531916471,-0.2048973564795444,-1.6592394978307012,0.0003150294781928,1.659554527308894,-77.8081911630976,6.728611880161267
