dataset,scenario,branch,part0_model,metric,part2_n_runs,part2_mean,part2_std,part0_value,delta_part2_minus_part0,part2_better
AirPassengers,S1,Base,Naive (Flat),mae,16,21.95984081014988,0.0,81.44827586206897,-59.48843505191908,True
AirPassengers,S1,Base,Naive (Flat),rmse,16,26.03914002066169,0.0,93.13394136662936,-67.09480134596767,True
AirPassengers,S1,Base,Naive (Flat),smape,16,4.892850811020417,0.0,18.057443575330144,-13.164592764309727,True
AirPassengers,S1,Base,Naive (Flat),mase,16,0.7464896381008044,0.0,3.867181777707564,-3.12069213960676,True
AirPassengers,S1,Base,Naive (Flat),r2,16,0.8889281782913843,0.0,-0.4209100492493396,1.3098382275407239,True
AirPassengers,S1,Base,Naive (Seasonal),mae,16,21.95984081014988,0.0,64.75862068965517,-42.79877987950529,True
AirPassengers,S1,Base,Naive (Seasonal),rmse,16,26.03914002066169,0.0,75.23388818235092,-49.19474816168923,True
AirPassengers,S1,Base,Naive (Seasonal),smape,16,4.892850811020417,0.0,15.43044131251834,-10.537590501497924,True
AirPassengers,S1,Base,Naive (Seasonal),mase,16,0.7464896381008044,0.0,3.0747533355354806,-2.328263697434676,True
AirPassengers,S1,Base,Naive (Seasonal),r2,16,0.8889281782913843,0.0,0.0727910062494688,0.8161371720419155,True
AirPassengers,S1,Base,Auto-ARIMA,mae,16,21.95984081014988,0.0,28.5474087597444,-6.5875679495945185,True
AirPassengers,S1,Base,Auto-ARIMA,rmse,16,26.03914002066169,0.0,35.08281305366807,-9.043673033006378,True
AirPassengers,S1,Base,Auto-ARIMA,smape,16,4.892850811020417,0.0,6.345217060526792,-1.4523662495063752,True
AirPassengers,S1,Base,Auto-ARIMA,mase,16,0.7464896381008044,0.0,1.3554371506084386,-0.6089475125076342,True
AirPassengers,S1,Base,Auto-ARIMA,r2,16,0.8889281782913843,0.0,0.7983772938713357,0.09055088442004855,True
AirPassengers,S1,ChalDL,Naive (Flat),mae,16,350.7835363595393,132.95456665377262,81.44827586206897,269.33526049747036,False
AirPassengers,S1,ChalDL,Naive (Flat),rmse,16,360.87575925664333,126.99818664885409,93.13394136662936,267.741817890014,False
AirPassengers,S1,ChalDL,Naive (Flat),smape,16,146.4137790180047,62.94085900637997,18.057443575330144,128.35633544267455,False
AirPassengers,S1,ChalDL,Naive (Flat),mase,16,11.924324833344077,4.519577678329565,3.867181777707564,8.057143055636512,False
AirPassengers,S1,ChalDL,Naive (Flat),r2,16,-22.810641325648277,10.916019015248695,-0.4209100492493396,-22.389731276398937,False
AirPassengers,S1,ChalDL,Naive (Seasonal),mae,16,350.7835363595393,132.95456665377262,64.75862068965517,286.02491566988414,False
AirPassengers,S1,ChalDL,Naive (Seasonal),rmse,16,360.87575925664333,126.99818664885409,75.23388818235092,285.6418710742924,False
AirPassengers,S1,ChalDL,Naive (Seasonal),smape,16,146.4137790180047,62.94085900637997,15.43044131251834,130.98333770548635,False
AirPassengers,S1,ChalDL,Naive (Seasonal),mase,16,11.924324833344077,4.519577678329565,3.0747533355354806,8.849571497808597,False
AirPassengers,S1,ChalDL,Naive (Seasonal),r2,16,-22.810641325648277,10.916019015248695,0.0727910062494688,-22.883432331897744,False
AirPassengers,S1,ChalDL,Auto-ARIMA,mae,16,350.7835363595393,132.95456665377262,28.5474087597444,322.23612759979494,False
AirPassengers,S1,ChalDL,Auto-ARIMA,rmse,16,360.87575925664333,126.99818664885409,35.08281305366807,325.79294620297526,False
AirPassengers,S1,ChalDL,Auto-ARIMA,smape,16,146.4137790180047,62.94085900637997,6.345217060526792,140.06856195747793,False
AirPassengers,S1,ChalDL,Auto-ARIMA,mase,16,11.924324833344077,4.519577678329565,1.3554371506084386,10.568887682735639,False
AirPassengers,S1,ChalDL,Auto-ARIMA,r2,16,-22.810641325648277,10.916019015248695,0.7983772938713357,-23.609018619519613,False
AirPassengers,S1,ChalML,Naive (Flat),mae,18,77.79012400696496,0.0,81.44827586206897,-3.658151855104009,True
AirPassengers,S1,ChalML,Naive (Flat),rmse,18,101.90508797688334,0.0,93.13394136662936,8.771146610253979,False
AirPassengers,S1,ChalML,Naive (Flat),smape,18,17.917062569495812,0.0,18.057443575330144,-0.14038100583433177,True
AirPassengers,S1,ChalML,Naive (Flat),mase,18,2.6443507500717462,0.0,3.867181777707564,-1.2228310276358179,True
AirPassengers,S1,ChalML,Naive (Flat),r2,18,-0.7011490128783204,0.0,-0.4209100492493396,-0.2802389636289808,False
AirPassengers,S1,ChalML,Naive (Seasonal),mae,18,77.79012400696496,0.0,64.75862068965517,13.031503317309785,False
AirPassengers,S1,ChalML,Naive (Seasonal),rmse,18,101.90508797688334,0.0,75.23388818235092,26.671199794532413,False
AirPassengers,S1,ChalML,Naive (Seasonal),smape,18,17.917062569495812,0.0,15.43044131251834,2.4866212569774717,False
AirPassengers,S1,ChalML,Naive (Seasonal),mase,18,2.6443507500717462,0.0,3.0747533355354806,-0.43040258546373433,True
AirPassengers,S1,ChalML,Naive (Seasonal),r2,18,-0.7011490128783204,0.0,0.0727910062494688,-0.7739400191277892,False
AirPassengers,S1,ChalML,Auto-ARIMA,mae,18,77.79012400696496,0.0,28.5474087597444,49.24271524722056,False
AirPassengers,S1,ChalML,Auto-ARIMA,rmse,18,101.90508797688334,0.0,35.08281305366807,66.82227492321528,False
AirPassengers,S1,ChalML,Auto-ARIMA,smape,18,17.917062569495812,0.0,6.345217060526792,11.57184550896902,False
AirPassengers,S1,ChalML,Auto-ARIMA,mase,18,2.6443507500717462,0.0,1.3554371506084386,1.2889135994633076,False
AirPassengers,S1,ChalML,Auto-ARIMA,r2,18,-0.7011490128783204,0.0,0.7983772938713357,-1.4995263067496563,False
AirPassengers,S2,Base,Naive (Flat),mae,16,11.49637137855457,0.0,44.72413793103448,-33.227766552479906,True
AirPassengers,S2,Base,Naive (Flat),rmse,16,15.014304915841558,0.0,52.4913786024544,-37.47707368661284,True
AirPassengers,S2,Base,Naive (Flat),smape,16,2.595548758638514,0.0,10.092925118689587,-7.4973763600510726,True
AirPassengers,S2,Base,Naive (Flat),mase,16,0.390800743231393,0.0,2.123511755159488,-1.732711011928095,True
AirPassengers,S2,Base,Naive (Flat),r2,16,0.9630715496203976,0.0,0.5486363519492873,0.41443519767111037,True
AirPassengers,S2,Base,Naive (Seasonal),mae,16,11.49637137855457,0.0,41.310344827586206,-29.813973449031636,True
AirPassengers,S2,Base,Naive (Seasonal),rmse,16,15.014304915841558,0.0,46.08163670464961,-31.067331788808055,True
AirPassengers,S2,Base,Naive (Seasonal),smape,16,2.595548758638514,0.0,9.694491822421494,-7.098943063782979,True
AirPassengers,S2,Base,Naive (Seasonal),mase,16,0.390800743231393,0.0,1.9614241192606527,-1.5706233760292596,True
AirPassengers,S2,Base,Naive (Seasonal),r2,16,0.9630715496203976,0.0,0.6521384622456794,0.31093308737471825,True
AirPassengers,S2,Base,Auto-ARIMA,mae,16,11.49637137855457,0.0,15.16760177383131,-3.671230395276739,True
AirPassengers,S2,Base,Auto-ARIMA,rmse,16,15.014304915841558,0.0,18.93487539786001,-3.9205704820184533,True
AirPassengers,S2,Base,Auto-ARIMA,smape,16,2.595548758638514,0.0,3.462552803992238,-0.867004045353724,True
AirPassengers,S2,Base,Auto-ARIMA,mase,16,0.390800743231393,0.0,0.720161017166501,-0.329360273935108,True
AirPassengers,S2,Base,Auto-ARIMA,r2,16,0.9630715496203976,0.0,0.941267900739009,0.021803648881388638,True
AirPassengers,S2,ChalDL,Naive (Flat),mae,18,342.18872576746446,139.34332394599315,44.72413793103448,297.46458783643,False
AirPassengers,S2,ChalDL,Naive (Flat),rmse,18,349.5932319878428,139.04507489766328,52.4913786024544,297.1018533853884,False
AirPassengers,S2,ChalDL,Naive (Flat),smape,18,141.45051285296054,60.96672581423777,10.092925118689587,131.35758773427096,False
AirPassengers,S2,ChalDL,Naive (Flat),mase,18,11.632158004636581,4.7367532562499335,2.123511755159488,9.508646249477094,False
AirPassengers,S2,ChalDL,Naive (Flat),r2,18,-22.011730383553232,10.419435913432489,0.5486363519492873,-22.56036673550252,False
AirPassengers,S2,ChalDL,Naive (Seasonal),mae,18,342.18872576746446,139.34332394599315,41.310344827586206,300.87838093987824,False
AirPassengers,S2,ChalDL,Naive (Seasonal),rmse,18,349.5932319878428,139.04507489766328,46.08163670464961,303.5115952831932,False
AirPassengers,S2,ChalDL,Naive (Seasonal),smape,18,141.45051285296054,60.96672581423777,9.694491822421494,131.75602103053905,False
AirPassengers,S2,ChalDL,Naive (Seasonal),mase,18,11.632158004636581,4.7367532562499335,1.9614241192606527,9.67073388537593,False
AirPassengers,S2,ChalDL,Naive (Seasonal),r2,18,-22.011730383553232,10.419435913432489,0.6521384622456794,-22.663868845798913,False
AirPassengers,S2,ChalDL,Auto-ARIMA,mae,18,342.18872576746446,139.34332394599315,15.16760177383131,327.0211239936331,False
AirPassengers,S2,ChalDL,Auto-ARIMA,rmse,18,349.5932319878428,139.04507489766328,18.93487539786001,330.65835658998276,False
AirPassengers,S2,ChalDL,Auto-ARIMA,smape,18,141.45051285296054,60.96672581423777,3.462552803992238,137.98796004896832,False
AirPassengers,S2,ChalDL,Auto-ARIMA,mase,18,11.632158004636581,4.7367532562499335,0.720161017166501,10.911996987470081,False
AirPassengers,S2,ChalDL,Auto-ARIMA,r2,18,-22.011730383553232,10.419435913432489,0.941267900739009,-22.952998284292242,False
AirPassengers,S2,ChalML,Naive (Flat),mae,18,30.61127461397719,0.5527255652468518,44.72413793103448,-14.112863317057286,True
AirPassengers,S2,ChalML,Naive (Flat),rmse,18,36.756495018671,0.881197356234512,52.4913786024544,-15.734883583783393,True
AirPassengers,S2,ChalML,Naive (Flat),smape,18,7.027360035702447,0.0895059334373962,10.092925118689587,-3.06556508298714,True
AirPassengers,S2,ChalML,Naive (Flat),mase,18,1.0405812822573104,0.01878902086482706,2.123511755159488,-1.0829304729021776,True
AirPassengers,S2,ChalML,Naive (Flat),r2,18,0.7785608102955472,0.011091483752739557,0.5486363519492873,0.22992445834625996,True
AirPassengers,S2,ChalML,Naive (Seasonal),mae,18,30.61127461397719,0.5527255652468518,41.310344827586206,-10.699070213609016,True
AirPassengers,S2,ChalML,Naive (Seasonal),rmse,18,36.756495018671,0.881197356234512,46.08163670464961,-9.325141685978608,True
AirPassengers,S2,ChalML,Naive (Seasonal),smape,18,7.027360035702447,0.0895059334373962,9.694491822421494,-2.6671317867190467,True
AirPassengers,S2,ChalML,Naive (Seasonal),mase,18,1.0405812822573104,0.01878902086482706,1.9614241192606527,-0.9208428370033424,True
AirPassengers,S2,ChalML,Naive (Seasonal),r2,18,0.7785608102955472,0.011091483752739557,0.6521384622456794,0.12642234804986785,True
