Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,14.608003616333008
2017-04,20,55,55.0,14.863277435302734
2017-05,21,60,60.0,16.21139907836914
2017-06,20,74,74.0,14.985122680664062
2017-07,19,89,89.0,16.287752151489258
2017-08,19,64,64.0,16.609130859375
2017-09,23,48,48.0,13.352177619934082
2017-10,33,40,40.0,14.85196304321289
2017-11,43,36,36.0,14.445090293884276
2017-12,56,35,35.0,16.311569213867188
2018-01,56,40,40.0,14.996460914611816
2018-02,33,42,42.0,15.183554649353027
2018-03,27,51,51.0,14.276695251464844
2018-04,24,56,56.0,14.361172676086426
2018-05,22,71,71.0,14.524181365966797
2018-06,21,79,79.0,16.679685592651367
2018-07,21,91,91.0,15.05417823791504
2018-08,21,66,66.0,16.375244140625
2018-09,24,49,49.0,17.08332633972168
2018-10,39,39,39.0,17.376644134521484
2018-11,53,34,34.0,13.787108421325684
2018-12,48,36,36.0,17.671592712402344
2019-01,49,39,39.0,17.482973098754883
2019-02,39,42,42.0,15.37004280090332
2019-03,30,53,53.0,15.47605800628662
2019-04,24,57,57.0,14.055379867553713
2019-05,23,65,65.0,16.857542037963867
2019-06,22,82,82.0,18.04806900024414
2019-07,21,100,100.0,18.52907943725586
2019-08,21,68,68.0,16.735048294067383
2019-09,24,51,51.0,17.987712860107422
2019-10,40,40,40.0,16.3128604888916
2019-11,56,36,36.0,15.054931640625
2019-12,46,36,36.0,18.27530288696289
2020-01,41,43,43.0,17.4632625579834
2020-02,34,45,45.0,14.906499862670898
2020-03,25,44,44.0,17.950990676879883
2020-04,25,53,53.0,18.280834197998047
2020-05,27,70,70.0,18.927982330322266
2020-06,24,74,74.0,16.556808471679688
