Month,Passengers,actual,forecast
1958-08,505,505.0,17.521860122680664
1958-09,404,404.0,16.194835662841797
1958-10,359,359.0,17.069658279418945
1958-11,310,310.0,17.001102447509766
1958-12,337,337.0,18.973447799682617
1959-01,360,360.0,17.952322006225586
1959-02,342,342.0,17.479156494140625
1959-03,406,406.0,16.869396209716797
1959-04,396,396.0,17.587495803833008
1959-05,420,420.0,18.57120132446289
1959-06,472,472.0,17.496944427490234
1959-07,548,548.0,17.89864158630371
1959-08,559,559.0,18.84757232666016
1959-09,463,463.0,19.08899307250977
1959-10,407,407.0,18.536725997924805
1959-11,362,362.0,20.003755569458008
1959-12,405,405.0,18.82225227355957
1960-01,417,417.0,19.485570907592773
1960-02,391,391.0,18.81605529785156
1960-03,419,419.0,19.68350410461425
1960-04,461,461.0,19.32874298095703
1960-05,472,472.0,18.28989791870117
1960-06,535,535.0,19.7418155670166
1960-07,622,622.0,19.42690086364746
1960-08,606,606.0,21.80581283569336
1960-09,508,508.0,19.933631896972656
1960-10,461,461.0,21.13751220703125
1960-11,390,390.0,20.81024742126465
1960-12,432,432.0,20.991783142089844
