Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,55.18217739714319
2017-04,20,55,55.0,56.81986894394835
2017-05,21,60,60.0,89.45707101962955
2017-06,20,74,74.0,91.90770574260088
2017-07,19,89,89.0,78.60028008253376
2017-08,19,64,64.0,79.1033445622644
2017-09,23,48,48.0,79.48734339337678
2017-10,33,40,40.0,97.13818945120336
2017-11,43,36,36.0,122.96583843322584
2017-12,56,35,35.0,116.4768190664469
2018-01,56,40,40.0,117.3939593058832
2018-02,33,42,42.0,124.6186102178396
2018-03,27,51,51.0,138.8528508627072
2018-04,24,56,56.0,168.77217635016336
2018-05,22,71,71.0,177.75804865351864
2018-06,21,79,79.0,179.6736370960218
2018-07,21,91,91.0,191.61841079676532
2018-08,21,66,66.0,207.66806143271407
2018-09,24,49,49.0,239.3369172980289
2018-10,39,39,39.0,263.8551616239411
2018-11,53,34,34.0,274.19514181097884
2018-12,48,36,36.0,290.91252254090483
2019-01,49,39,39.0,313.38377566517084
2019-02,39,42,42.0,349.2977894885706
2019-03,30,53,53.0,388.82807497237593
2019-04,24,57,57.0,415.0038476934609
2019-05,23,65,65.0,441.4116137904288
2019-06,22,82,82.0,474.4560435547591
2019-07,21,100,100.0,519.6849267219119
2019-08,21,68,68.0,575.9167969783301
2019-09,24,51,51.0,624.5183064050766
2019-10,40,40,40.0,668.699532172103
2019-11,56,36,36.0,718.8355442164725
2019-12,46,36,36.0,780.9071954869759
2020-01,41,43,43.0,858.8372749651936
2020-02,34,45,45.0,937.6605723850128
2020-03,25,44,44.0,1011.1398902492028
2020-04,25,53,53.0,1089.2033776151366
2020-05,27,70,70.0,1179.4555514331023
2020-06,24,74,74.0,1288.8657039214977
