Month,Passengers,actual,forecast
1958-08,505,505.0,379.4906738996506
1958-09,404,404.0,370.1464408040047
1958-10,359,359.0,365.3558175563812
1958-11,310,310.0,366.1623551249504
1958-12,337,337.0,371.33273035287857
1959-01,360,360.0,374.2607858181
1959-02,342,342.0,377.26457023620605
1959-03,406,406.0,382.1846685409546
1959-04,396,396.0,384.16377079486847
1959-05,420,420.0,387.1679012179375
1959-06,472,472.0,389.1507633924484
1959-07,548,548.0,386.2235614061356
1959-08,559,559.0,378.2133619785309
1959-09,463,463.0,377.8291119337082
1959-10,407,407.0,378.25368309021
1959-11,362,362.0,379.1836290955544
1959-12,405,405.0,380.1904343366623
1960-01,417,417.0,380.9214736223221
1960-02,391,391.0,381.5079289674759
1960-03,419,419.0,381.9125933051109
1960-04,461,461.0,381.9622565507889
1960-05,472,472.0,381.8348575234413
1960-06,535,535.0,381.4335148334503
1960-07,622,622.0,380.81707239151
1960-08,606,606.0,380.3626525402069
1960-09,508,508.0,380.4975483417511
1960-10,461,461.0,380.6910343170166
1960-11,390,390.0,380.8814754486084
1960-12,432,432.0,381.0242601633072
