Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,36.98863983154297
2017-04,20,55,55.0,34.43950653076172
2017-05,21,60,60.0,32.02560806274414
2017-06,20,74,74.0,29.906089782714844
2017-07,19,89,89.0,28.08367156982422
2017-08,19,64,64.0,26.52637481689453
2017-09,23,48,48.0,25.19810676574707
2017-10,33,40,40.0,24.065818786621094
2017-11,43,36,36.0,23.100757598876957
2017-12,56,35,35.0,22.27827262878418
2018-01,56,40,40.0,21.57730865478516
2018-02,33,42,42.0,20.97991180419922
2018-03,27,51,51.0,20.470783233642575
2018-04,24,56,56.0,20.036880493164062
2018-05,22,71,71.0,19.66708755493164
2018-06,21,79,79.0,19.35193252563477
2018-07,21,91,91.0,19.08334350585937
2018-08,21,66,66.0,18.85443878173828
2018-09,24,49,49.0,18.65935707092285
2018-10,39,39,39.0,18.493099212646484
2018-11,53,34,34.0,18.35140609741211
2018-12,48,36,36.0,18.23064994812012
2019-01,49,39,39.0,18.127735137939453
2019-02,39,42,42.0,18.040027618408203
2019-03,30,53,53.0,17.96527862548828
2019-04,24,57,57.0,17.901573181152344
2019-05,23,65,65.0,17.847280502319336
2019-06,22,82,82.0,17.801010131835938
2019-07,21,100,100.0,17.761577606201172
2019-08,21,68,68.0,17.72797203063965
2019-09,24,51,51.0,17.699329376220703
2019-10,40,40,40.0,17.67491912841797
2019-11,56,36,36.0,17.654115676879883
2019-12,46,36,36.0,17.63638687133789
2020-01,41,43,43.0,17.62127685546875
2020-02,34,45,45.0,17.608400344848633
2020-03,25,44,44.0,17.59742546081543
2020-04,25,53,53.0,17.58807373046875
2020-05,27,70,70.0,17.580102920532227
2020-06,24,74,74.0,17.57331085205078
