Month,Passengers,actual,forecast
1958-08,505,505.0,36.30165100097656
1958-09,404,404.0,32.71928024291992
1958-10,359,359.0,33.68653106689453
1958-11,310,310.0,32.95256805419922
1958-12,337,337.0,34.12325668334961
1959-01,360,360.0,28.40795516967773
1959-02,342,342.0,32.33529281616211
1959-03,406,406.0,31.72421836853028
1959-04,396,396.0,39.57118988037109
1959-05,420,420.0,37.77838897705078
1959-06,472,472.0,40.25064468383789
1959-07,548,548.0,43.44712829589844
1959-08,559,559.0,33.25251388549805
1959-09,463,463.0,42.40389633178711
1959-10,407,407.0,37.19637298583984
1959-11,362,362.0,44.57902145385742
1959-12,405,405.0,39.20240783691406
1960-01,417,417.0,35.81290435791016
1960-02,391,391.0,35.296905517578125
1960-03,419,419.0,44.397605895996094
1960-04,461,461.0,52.34276580810547
1960-05,472,472.0,34.80077362060547
1960-06,535,535.0,43.53197860717773
1960-07,622,622.0,40.24266815185547
1960-08,606,606.0,43.05077362060547
1960-09,508,508.0,39.245635986328125
1960-10,461,461.0,44.14119338989258
1960-11,390,390.0,38.684268951416016
1960-12,432,432.0,41.6213493347168
