Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,48.11102853107141
2017-04,20,55,55.0,56.797205021115296
2017-05,21,60,60.0,57.78409375056376
2017-06,20,74,74.0,57.24617724673047
2017-07,19,89,89.0,58.31263640556914
2017-08,19,64,64.0,52.38357993594366
2017-09,23,48,48.0,53.45643901115447
2017-10,33,40,40.0,57.35819045823702
2017-11,43,36,36.0,57.33730363515722
2017-12,56,35,35.0,57.49133262790302
2018-01,56,40,40.0,56.70298093097049
2018-02,33,42,42.0,56.279909817366935
2018-03,27,51,51.0,49.53221292297357
2018-04,24,56,56.0,63.52968597034818
2018-05,22,71,71.0,65.7567121746937
2018-06,21,79,79.0,62.967793546350514
2018-07,21,91,91.0,54.37940410385608
2018-08,21,66,66.0,54.88358816477007
2018-09,24,49,49.0,51.767907267239394
2018-10,39,39,39.0,62.74443779356381
2018-11,53,34,34.0,67.02504325184928
2018-12,48,36,36.0,67.78499125649348
2019-01,49,39,39.0,66.81962683215687
2019-02,39,42,42.0,65.56991567544964
2019-03,30,53,53.0,49.88744638483149
2019-04,24,57,57.0,72.45746222194224
2019-05,23,65,65.0,74.3923301808079
2019-06,22,82,82.0,66.79163475379129
2019-07,21,100,100.0,54.545429692914695
2019-08,21,68,68.0,49.74915489441332
2019-09,24,51,51.0,56.198601862108646
2019-10,40,40,40.0,73.30173328845139
2019-11,56,36,36.0,74.12968802389962
2019-12,46,36,36.0,75.16508407173788
2020-01,41,43,43.0,72.467535701554
2020-02,34,45,45.0,69.10994634322078
2020-03,25,44,44.0,53.65355747282459
2020-04,25,53,53.0,73.49267494159974
2020-05,27,70,70.0,81.1845040411818
2020-06,24,74,74.0,71.0565954386247
