Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,52.85108947753906
2017-04,20,55,55.0,64.78710174560547
2017-05,21,60,60.0,83.45649719238281
2017-06,20,74,74.0,87.2536849975586
2017-07,19,89,89.0,78.06534576416016
2017-08,19,64,64.0,79.28853607177734
2017-09,23,48,48.0,72.15496826171875
2017-10,33,40,40.0,77.75672149658203
2017-11,43,36,36.0,86.51902770996094
2017-12,56,35,35.0,81.97295379638672
2018-01,56,40,40.0,79.26670837402344
2018-02,33,42,42.0,78.15499877929688
2018-03,27,51,51.0,92.94607543945312
2018-04,24,56,56.0,110.92205047607422
2018-05,22,71,71.0,124.47704315185548
2018-06,21,79,79.0,135.52914428710938
2018-07,21,91,91.0,137.53085327148438
2018-08,21,66,66.0,136.05860900878906
2018-09,24,49,49.0,133.00985717773438
2018-10,39,39,39.0,137.24139404296875
2018-11,53,34,34.0,145.65188598632812
2018-12,48,36,36.0,148.41876220703125
2019-01,49,39,39.0,149.9647979736328
2019-02,39,42,42.0,153.50230407714844
2019-03,30,53,53.0,170.46820068359375
2019-04,24,57,57.0,192.4394378662109
2019-05,23,65,65.0,206.51747131347656
2019-06,22,82,82.0,216.4233245849609
2019-07,21,100,100.0,219.2229156494141
2019-08,21,68,68.0,223.7311248779297
2019-09,24,51,51.0,231.44444274902344
2019-10,40,40,40.0,238.8440093994141
2019-11,56,36,36.0,244.53428649902344
2019-12,46,36,36.0,246.80343627929688
2020-01,41,43,43.0,255.15098571777344
2020-02,34,45,45.0,268.994873046875
2020-03,25,44,44.0,288.2174987792969
2020-04,25,53,53.0,311.4609069824219
2020-05,27,70,70.0,325.4461364746094
2020-06,24,74,74.0,336.1170349121094
