Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,59.365212202072144
2017-04,20,55,55.0,60.72492599487305
2017-05,21,60,60.0,66.60186791419983
2017-06,20,74,74.0,76.30113244056702
2017-07,19,89,89.0,75.10232448577881
2017-08,19,64,64.0,68.94439888000488
2017-09,23,48,48.0,57.34971308708191
2017-10,33,40,40.0,55.140880823135376
2017-11,43,36,36.0,69.08367729187012
2017-12,56,35,35.0,66.06056690216064
2018-01,56,40,40.0,44.76292788982392
2018-02,33,42,42.0,40.283302307128906
2018-03,27,51,51.0,62.13818287849426
2018-04,24,56,56.0,67.78018236160278
2018-05,22,71,71.0,71.46234846115112
2018-06,21,79,79.0,77.41868543624878
2018-07,21,91,91.0,81.19649481773376
2018-08,21,66,66.0,75.86647510528564
2018-09,24,49,49.0,64.68949317932129
2018-10,39,39,39.0,57.57323336601257
2018-11,53,34,34.0,68.20327925682068
2018-12,48,36,36.0,59.75886178016663
2019-01,49,39,39.0,56.3003888130188
2019-02,39,42,42.0,55.16007447242737
2019-03,30,53,53.0,66.77703762054443
2019-04,24,57,57.0,72.77643585205078
2019-05,23,65,65.0,80.6295976638794
2019-06,22,82,82.0,84.58578491210938
2019-07,21,100,100.0,84.44939661026001
2019-08,21,68,68.0,74.14940404891968
2019-09,24,51,51.0,70.13824248313904
2019-10,40,40,40.0,70.38156485557556
2019-11,56,36,36.0,70.26448082923889
2019-12,46,36,36.0,55.2194185256958
2020-01,41,43,43.0,60.14032173156738
2020-02,34,45,45.0,69.19294834136963
2020-03,25,44,44.0,73.11896228790283
2020-04,25,53,53.0,77.46859169006348
2020-05,27,70,70.0,83.79193115234375
2020-06,24,74,74.0,85.19137358665466
