Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,13.918573379516602
2017-04,20,55,55.0,12.628864288330078
2017-05,21,60,60.0,13.394174575805664
2017-06,20,74,74.0,12.53876495361328
2017-07,19,89,89.0,12.128754615783691
2017-08,19,64,64.0,13.21358871459961
2017-09,23,48,48.0,13.749639511108398
2017-10,33,40,40.0,14.78489875793457
2017-11,43,36,36.0,13.84239101409912
2017-12,56,35,35.0,14.59951400756836
2018-01,56,40,40.0,12.438249588012695
2018-02,33,42,42.0,13.81252098083496
2018-03,27,51,51.0,13.412200927734377
2018-04,24,56,56.0,13.654870986938477
2018-05,22,71,71.0,13.127948760986328
2018-06,21,79,79.0,14.073535919189451
2018-07,21,91,91.0,13.578121185302734
2018-08,21,66,66.0,15.673330307006836
2018-09,24,49,49.0,12.169507026672363
2018-10,39,39,39.0,13.47585678100586
2018-11,53,34,34.0,14.942238807678224
2018-12,48,36,36.0,14.362826347351074
2019-01,49,39,39.0,14.355828285217283
2019-02,39,42,42.0,14.387076377868652
2019-03,30,53,53.0,13.962907791137695
2019-04,24,57,57.0,13.47348403930664
2019-05,23,65,65.0,15.272239685058594
2019-06,22,82,82.0,14.742963790893556
2019-07,21,100,100.0,14.443218231201172
2019-08,21,68,68.0,14.03517723083496
2019-09,24,51,51.0,15.488164901733398
2019-10,40,40,40.0,16.999631881713867
2019-11,56,36,36.0,16.452068328857422
2019-12,46,36,36.0,15.192190170288086
2020-01,41,43,43.0,14.497177124023438
2020-02,34,45,45.0,15.60617733001709
2020-03,25,44,44.0,15.636406898498535
2020-04,25,53,53.0,15.600354194641112
2020-05,27,70,70.0,16.493297576904297
2020-06,24,74,74.0,15.954733848571776
