Month,Passengers,actual,forecast
1958-08,505,505.0,34.29646301269531
1958-09,404,404.0,33.90745544433594
1958-10,359,359.0,31.34073638916016
1958-11,310,310.0,35.60635757446289
1958-12,337,337.0,29.862428665161133
1959-01,360,360.0,32.719268798828125
1959-02,342,342.0,37.11528778076172
1959-03,406,406.0,33.56851577758789
1959-04,396,396.0,40.20029067993164
1959-05,420,420.0,42.7117805480957
1959-06,472,472.0,44.413185119628906
1959-07,548,548.0,32.02421569824219
1959-08,559,559.0,37.25518798828125
1959-09,463,463.0,37.5580940246582
1959-10,407,407.0,45.07772064208984
1959-11,362,362.0,38.42247772216797
1959-12,405,405.0,37.12890625
1960-01,417,417.0,44.92273712158203
1960-02,391,391.0,33.862430572509766
1960-03,419,419.0,43.04460144042969
1960-04,461,461.0,45.3892822265625
1960-05,472,472.0,37.76542663574219
1960-06,535,535.0,43.81197738647461
1960-07,622,622.0,44.52763748168945
1960-08,606,606.0,39.5005111694336
1960-09,508,508.0,42.638031005859375
1960-10,461,461.0,47.60483932495117
1960-11,390,390.0,40.19572448730469
1960-12,432,432.0,37.03130340576172
