Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,29.69563102722168
2017-04,20,55,55.0,37.68415832519531
2017-05,21,60,60.0,44.37818145751953
2017-06,20,74,74.0,49.50804138183594
2017-07,19,89,89.0,54.67310333251953
2017-08,19,64,64.0,51.89698791503906
2017-09,23,48,48.0,56.891231536865234
2017-10,33,40,40.0,50.74606323242188
2017-11,43,36,36.0,45.63069152832031
2017-12,56,35,35.0,45.42022705078125
2018-01,56,40,40.0,33.331398010253906
2018-02,33,42,42.0,34.98137664794922
2018-03,27,51,51.0,40.38280487060547
2018-04,24,56,56.0,44.08362579345703
2018-05,22,71,71.0,51.28791809082031
2018-06,21,79,79.0,55.66542816162109
2018-07,21,91,91.0,66.3853530883789
2018-08,21,66,66.0,68.48539733886719
2018-09,24,49,49.0,69.94198608398438
2018-10,39,39,39.0,64.77120971679688
2018-11,53,34,34.0,46.757118225097656
2018-12,48,36,36.0,41.766143798828125
2019-01,49,39,39.0,34.243560791015625
2019-02,39,42,42.0,34.378108978271484
2019-03,30,53,53.0,43.79849243164063
2019-04,24,57,57.0,49.64762115478516
2019-05,23,65,65.0,53.371337890625
2019-06,22,82,82.0,66.62641906738281
2019-07,21,100,100.0,63.36090469360352
2019-08,21,68,68.0,67.59880065917969
2019-09,24,51,51.0,70.35630798339844
2019-10,40,40,40.0,62.17486953735352
2019-11,56,36,36.0,50.30854034423828
2019-12,46,36,36.0,37.68231201171875
2020-01,41,43,43.0,34.53705596923828
2020-02,34,45,45.0,38.77939224243164
2020-03,25,44,44.0,45.98199081420898
2020-04,25,53,53.0,52.90119934082031
2020-05,27,70,70.0,60.174896240234375
2020-06,24,74,74.0,65.67475128173828
