Month,Passengers,actual,forecast
1958-08,505,505.0,33.42184066772461
1958-09,404,404.0,33.37651062011719
1958-10,359,359.0,35.72887420654297
1958-11,310,310.0,35.78028106689453
1958-12,337,337.0,35.82157897949219
1959-01,360,360.0,35.82865524291992
1959-02,342,342.0,35.826690673828125
1959-03,406,406.0,35.82936096191406
1959-04,396,396.0,35.818695068359375
1959-05,420,420.0,35.81174087524414
1959-06,472,472.0,38.157859802246094
1959-07,548,548.0,38.08596420288086
1959-08,559,559.0,37.971473693847656
1959-09,463,463.0,37.895057678222656
1959-10,407,407.0,37.9243049621582
1959-11,362,362.0,37.978214263916016
1959-12,405,405.0,38.03634643554688
1960-01,417,417.0,38.05953979492188
1960-02,391,391.0,40.47111129760742
1960-03,419,419.0,40.492095947265625
1960-04,461,461.0,40.48455429077149
1960-05,472,472.0,40.462398529052734
1960-06,535,535.0,40.44300079345703
1960-07,622,622.0,40.40502548217773
1960-08,606,606.0,40.34046173095703
1960-09,508,508.0,40.290992736816406
1960-10,461,461.0,42.56565475463867
1960-11,390,390.0,42.62606048583984
1960-12,432,432.0,42.69197845458984
