Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,36.033142
2017-04,20,55,55.0,47.77439
2017-05,21,60,60.0,57.39913
2017-06,20,74,74.0,46.553288
2017-07,19,89,89.0,36.522152
2017-08,19,64,64.0,35.558792
2017-09,23,48,48.0,27.126804
2017-10,33,40,40.0,27.94919
2017-11,43,36,36.0,27.142302
2017-12,56,35,35.0,25.707178
2018-01,56,40,40.0,26.067478
2018-02,33,42,42.0,30.949745
2018-03,27,51,51.0,47.042847
2018-04,24,56,56.0,58.455544
2018-05,22,71,71.0,59.310524
2018-06,21,79,79.0,59.903683
2018-07,21,91,91.0,41.976738
2018-08,21,66,66.0,34.08648
2018-09,24,49,49.0,29.02537
2018-10,39,39,39.0,28.626574
2018-11,53,34,34.0,26.751478
2018-12,48,36,36.0,27.875496
2019-01,49,39,39.0,31.691845
2019-02,39,42,42.0,33.78144
2019-03,30,53,53.0,53.24249
2019-04,24,57,57.0,66.46913
2019-05,23,65,65.0,62.608612
2019-06,22,82,82.0,58.083942
2019-07,21,100,100.0,45.87776
2019-08,21,68,68.0,37.9992
2019-09,24,51,51.0,32.388844
2019-10,40,40,40.0,31.059294
2019-11,56,36,36.0,31.98918
2019-12,46,36,36.0,29.317865
2020-01,41,43,43.0,33.588264
2020-02,34,45,45.0,32.950344
2020-03,25,44,44.0,50.125816
2020-04,25,53,53.0,66.06113
2020-05,27,70,70.0,60.55472
2020-06,24,74,74.0,51.92093
