Month,Passengers,actual,forecast
1958-08,505,505.0,462.12298583984375
1958-09,404,404.0,466.6654357910156
1958-10,359,359.0,338.7733459472656
1958-11,310,310.0,326.1895446777344
1958-12,337,337.0,304.31646728515625
1959-01,360,360.0,353.31182861328125
1959-02,342,342.0,385.2859497070313
1959-03,406,406.0,356.3058166503906
1959-04,396,396.0,419.641357421875
1959-05,420,420.0,409.48834228515625
1959-06,472,472.0,441.3773193359375
1959-07,548,548.0,450.4917907714844
1959-08,559,559.0,489.6971740722656
1959-09,463,463.0,517.081298828125
1959-10,407,407.0,401.95654296875
1959-11,362,362.0,345.28582763671875
1959-12,405,405.0,363.322265625
1960-01,417,417.0,437.14166259765625
1960-02,391,391.0,413.683349609375
1960-03,419,419.0,378.5286560058594
1960-04,461,461.0,438.1214599609375
1960-05,472,472.0,465.9975891113281
1960-06,535,535.0,442.6487426757813
1960-07,622,622.0,503.2273559570313
1960-08,606,606.0,569.9139404296875
1960-09,508,508.0,546.06884765625
1960-10,461,461.0,441.6741943359375
1960-11,390,390.0,479.1683654785156
1960-12,432,432.0,409.5082702636719
