Month,Passengers,actual,forecast
1958-08,505,505.0,396.4926488119736
1958-09,404,404.0,400.8557305987984
1958-10,359,359.0,397.99291828593846
1958-11,310,310.0,388.1366980763222
1958-12,337,337.0,385.1311284144924
1959-01,360,360.0,386.6874187908744
1959-02,342,342.0,383.5226660655089
1959-03,406,406.0,370.02797118562427
1959-04,396,396.0,364.1923972718431
1959-05,420,420.0,361.6106652560927
1959-06,472,472.0,367.5228491362915
1959-07,548,548.0,380.69562169479616
1959-08,559,559.0,395.997371158272
1959-09,463,463.0,383.6031086919289
1959-10,407,407.0,358.51933933251183
1959-11,362,362.0,380.4681931738973
1959-12,405,405.0,391.4409169007364
1960-01,417,417.0,399.4457709804734
1960-02,391,391.0,410.820871235372
1960-03,419,419.0,422.6738683585608
1960-04,461,461.0,439.30333373112194
1960-05,472,472.0,424.4723565122109
1960-06,535,535.0,430.2698955164951
1960-07,622,622.0,419.4418466320974
1960-08,606,606.0,404.6320555471118
1960-09,508,508.0,394.2218473066704
1960-10,461,461.0,371.1001688775929
1960-11,390,390.0,375.3257642340242
1960-12,432,432.0,412.5560585744057
