Month,Passengers,actual,forecast
1958-08,505,505.0,382.7774963378906
1958-09,404,404.0,380.1668395996094
1958-10,359,359.0,379.906494140625
1958-11,310,310.0,379.8154602050781
1958-12,337,337.0,389.208251953125
1959-01,360,360.0,389.417724609375
1959-02,342,342.0,385.3929138183594
1959-03,406,406.0,393.00885009765625
1959-04,396,396.0,386.5355529785156
1959-05,420,420.0,390.154541015625
1959-06,472,472.0,397.033447265625
1959-07,548,548.0,398.1160888671875
1959-08,559,559.0,449.4305419921875
1959-09,463,463.0,444.845703125
1959-10,407,407.0,405.1661682128906
1959-11,362,362.0,397.7816162109375
1959-12,405,405.0,389.4678955078125
1960-01,417,417.0,357.6683959960937
1960-02,391,391.0,384.398193359375
1960-03,419,419.0,383.1560974121094
1960-04,461,461.0,402.290283203125
1960-05,472,472.0,420.0712890625
1960-06,535,535.0,440.04107666015625
1960-07,622,622.0,446.2647399902344
1960-08,606,606.0,406.6651306152344
1960-09,508,508.0,384.2562255859375
1960-10,461,461.0,372.7404174804688
1960-11,390,390.0,355.55828857421875
1960-12,432,432.0,385.664306640625
