Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,46.84523010253906
2017-04,20,55,55.0,48.91277313232422
2017-05,21,60,60.0,55.39977264404297
2017-06,20,74,74.0,60.72110748291016
2017-07,19,89,89.0,62.69896697998047
2017-08,19,64,64.0,68.53446960449219
2017-09,23,48,48.0,61.89878845214844
2017-10,33,40,40.0,43.4410514831543
2017-11,43,36,36.0,37.588409423828125
2017-12,56,35,35.0,38.60958862304688
2018-01,56,40,40.0,36.59183120727539
2018-02,33,42,42.0,40.777103424072266
2018-03,27,51,51.0,40.99592971801758
2018-04,24,56,56.0,49.18598556518555
2018-05,22,71,71.0,58.322044372558594
2018-06,21,79,79.0,70.0250015258789
2018-07,21,91,91.0,70.83063507080078
2018-08,21,66,66.0,68.7332763671875
2018-09,24,49,49.0,56.86367416381836
2018-10,39,39,39.0,43.215911865234375
2018-11,53,34,34.0,37.660865783691406
2018-12,48,36,36.0,38.01459884643555
2019-01,49,39,39.0,39.48689270019531
2019-02,39,42,42.0,42.09506988525391
2019-03,30,53,53.0,46.36007690429688
2019-04,24,57,57.0,51.830657958984375
2019-05,23,65,65.0,64.99578857421875
2019-06,22,82,82.0,70.8488998413086
2019-07,21,100,100.0,73.13601684570312
2019-08,21,68,68.0,77.3612289428711
2019-09,24,51,51.0,58.62010192871094
2019-10,40,40,40.0,41.41339874267578
2019-11,56,36,36.0,38.41510009765625
2019-12,46,36,36.0,42.08521270751953
2020-01,41,43,43.0,40.25739288330078
2020-02,34,45,45.0,47.915435791015625
2020-03,25,44,44.0,53.7314682006836
2020-04,25,53,53.0,58.36182403564453
2020-05,27,70,70.0,66.02580261230469
2020-06,24,74,74.0,74.29073333740234
