Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,49.13009990884655
2017-04,20,55,55.0,49.08856595938335
2017-05,21,60,60.0,46.29084278187756
2017-06,20,74,74.0,52.85356386862167
2017-07,19,89,89.0,51.579861848094055
2017-08,19,64,64.0,48.87137671333001
2017-09,23,48,48.0,49.62324889215908
2017-10,33,40,40.0,50.55704145844454
2017-11,43,36,36.0,48.92883349373965
2017-12,56,35,35.0,47.02973959555012
2018-01,56,40,40.0,41.95251225064962
2018-02,33,42,42.0,44.36609945957927
2018-03,27,51,51.0,52.63282231754215
2018-04,24,56,56.0,62.60089068459333
2018-05,22,71,71.0,63.41459099499294
2018-06,21,79,79.0,60.92031545386494
2018-07,21,91,91.0,55.72269815600352
2018-08,21,66,66.0,53.39686356527554
2018-09,24,49,49.0,47.426321993254646
2018-10,39,39,39.0,40.03855220616028
2018-11,53,34,34.0,35.572115874162904
2018-12,48,36,36.0,33.41629986884002
2019-01,49,39,39.0,43.05798923165726
2019-02,39,42,42.0,48.54858937871997
2019-03,30,53,53.0,53.36908544512802
2019-04,24,57,57.0,61.94693076201398
2019-05,23,65,65.0,73.02871166511329
2019-06,22,82,82.0,72.96195905553833
2019-07,21,100,100.0,66.70484253677253
2019-08,21,68,68.0,60.61097164502732
2019-09,24,51,51.0,54.955583064518336
2019-10,40,40,40.0,44.02477858688979
2019-11,56,36,36.0,37.46580987759503
2019-12,46,36,36.0,33.51816761971999
2020-01,41,43,43.0,34.70995187507391
2020-02,34,45,45.0,42.34004325554411
2020-03,25,44,44.0,56.84871355751164
2020-04,25,53,53.0,63.3294345001413
2020-05,27,70,70.0,73.65740053109316
2020-06,24,74,74.0,79.84414941016585
