Month,Passengers,actual,forecast
1958-08,505,505.0,460.0158635177428
1958-09,404,404.0,495.4815538312629
1958-10,359,359.0,396.5339124469715
1958-11,310,310.0,315.143976630265
1958-12,337,337.0,311.29602083512856
1959-01,360,360.0,344.9174998413734
1959-02,342,342.0,336.34612243029505
1959-03,406,406.0,363.4923409782193
1959-04,396,396.0,386.6780490331777
1959-05,420,420.0,385.2911023312107
1959-06,472,472.0,410.4363803319146
1959-07,548,548.0,444.06992607088057
1959-08,559,559.0,485.65678118147656
1959-09,463,463.0,492.4228302415484
1959-10,407,407.0,394.6055273364383
1959-11,362,362.0,298.19300949467373
1959-12,405,405.0,357.3892062789672
1960-01,417,417.0,359.7846631992585
1960-02,391,391.0,403.67629094617206
1960-03,419,419.0,410.88440525003966
1960-04,461,461.0,435.9761721590521
1960-05,472,472.0,496.2978690896131
1960-06,535,535.0,488.0850941958079
1960-07,622,622.0,530.3514194154777
1960-08,606,606.0,613.1122862450555
1960-09,508,508.0,604.833358812929
1960-10,461,461.0,424.9189529919669
1960-11,390,390.0,367.5029226560948
1960-12,432,432.0,370.5531537117628
