Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,14.58047866821289
2017-04,20,55,55.0,15.08066749572754
2017-05,21,60,60.0,15.319859504699709
2017-06,20,74,74.0,15.376018524169922
2017-07,19,89,89.0,15.294629096984863
2017-08,19,64,64.0,15.21466827392578
2017-09,23,48,48.0,15.36178207397461
2017-10,33,40,40.0,15.410712242126465
2017-11,43,36,36.0,15.30402660369873
2017-12,56,35,35.0,15.950602531433104
2018-01,56,40,40.0,16.02596664428711
2018-02,33,42,42.0,15.99827480316162
2018-03,27,51,51.0,15.939001083374023
2018-04,24,56,56.0,15.93216609954834
2018-05,22,71,71.0,16.03117561340332
2018-06,21,79,79.0,16.022550582885742
2018-07,21,91,91.0,15.989989280700684
2018-08,21,66,66.0,16.522064208984375
2018-09,24,49,49.0,16.524959564208984
2018-10,39,39,39.0,16.51816177368164
2018-11,53,34,34.0,16.60639762878418
2018-12,48,36,36.0,16.748571395874023
2019-01,49,39,39.0,16.538776397705078
2019-02,39,42,42.0,16.53845977783203
2019-03,30,53,53.0,16.539264678955078
2019-04,24,57,57.0,16.937183380126953
2019-05,23,65,65.0,17.1663875579834
2019-06,22,82,82.0,17.41840171813965
2019-07,21,100,100.0,17.342004776000977
2019-08,21,68,68.0,17.206771850585938
2019-09,24,51,51.0,17.246261596679688
2019-10,40,40,40.0,17.488365173339844
2019-11,56,36,36.0,17.2242431640625
2019-12,46,36,36.0,17.836870193481445
2020-01,41,43,43.0,18.093149185180664
2020-02,34,45,45.0,17.804296493530273
2020-03,25,44,44.0,18.044330596923828
2020-04,25,53,53.0,17.792387008666992
2020-05,27,70,70.0,17.910436630249023
2020-06,24,74,74.0,18.02937889099121
