Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,43.36345434188843
2017-04,20,55,55.0,46.24868297576904
2017-05,21,60,60.0,56.39511597156525
2017-06,20,74,74.0,55.7070381641388
2017-07,19,89,89.0,66.60812175273895
2017-08,19,64,64.0,80.79622149467468
2017-09,23,48,48.0,56.894399762153625
2017-10,33,40,40.0,46.086833357810974
2017-11,43,36,36.0,37.00372922420502
2017-12,56,35,35.0,35.50920528173447
2018-01,56,40,40.0,36.14458525180817
2018-02,33,42,42.0,39.61888122558594
2018-03,27,51,51.0,48.03380990028381
2018-04,24,56,56.0,55.75163435935974
2018-05,22,71,71.0,60.11750507354736
2018-06,21,79,79.0,70.31121695041656
2018-07,21,91,91.0,72.40911531448364
2018-08,21,66,66.0,87.23737096786499
2018-09,24,49,49.0,60.94248974323272
2018-10,39,39,39.0,50.18630576133728
2018-11,53,34,34.0,32.80912518501282
2018-12,48,36,36.0,33.83026051521301
2019-01,49,39,39.0,38.3992081284523
2019-02,39,42,42.0,47.13879191875458
2019-03,30,53,53.0,51.81328904628754
2019-04,24,57,57.0,56.87323212623596
2019-05,23,65,65.0,59.73959553241729
2019-06,22,82,82.0,61.25710034370422
2019-07,21,100,100.0,73.01529860496521
2019-08,21,68,68.0,84.0796492099762
2019-09,24,51,51.0,62.11156690120696
2019-10,40,40,40.0,42.83748197555542
2019-11,56,36,36.0,35.10162717103958
2019-12,46,36,36.0,36.1583616733551
2020-01,41,43,43.0,40.32536792755127
2020-02,34,45,45.0,48.36382520198822
2020-03,25,44,44.0,45.998799085617065
2020-04,25,53,53.0,46.538962721824646
2020-05,27,70,70.0,51.71130549907684
2020-06,24,74,74.0,65.99351012706757
