Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,16.049999237060547
2017-04,20,55,55.0,19.479999542236328
2017-05,21,60,60.0,25.15999984741211
2017-06,20,74,74.0,29.799999237060547
2017-07,19,89,89.0,36.27999877929688
2017-08,19,64,64.0,44.31999969482422
2017-09,23,48,48.0,50.47999954223633
2017-10,33,40,40.0,38.63999938964844
2017-11,43,36,36.0,29.479999542236328
2017-12,56,35,35.0,22.31999969482422
2018-01,56,40,40.0,18.63999938964844
2018-02,33,42,42.0,17.479999542236328
2018-03,27,51,51.0,21.31999969482422
2018-04,24,56,56.0,23.959999084472656
2018-05,22,71,71.0,29.31999969482422
2018-06,21,79,79.0,34.63999938964844
2018-07,21,91,91.0,41.27999877929688
2018-08,21,66,66.0,49.119998931884766
2018-09,24,49,49.0,56.47999954223633
2018-10,39,39,39.0,43.119998931884766
2018-11,53,34,34.0,33.279998779296875
2018-12,48,36,36.0,25.11999893188477
2019-01,49,39,39.0,20.63999938964844
2019-02,39,42,42.0,19.31999969482422
2019-03,30,53,53.0,23.11999893188477
2019-04,24,57,57.0,26.479999542236328
2019-05,23,65,65.0,32.31999969482422
2019-06,22,82,82.0,38.63999938964844
2019-07,21,100,100.0,46.47999954223633
2019-08,21,68,68.0,55.119998931884766
2019-09,24,51,51.0,63.27999877929688
2019-10,40,40,40.0,48.63999938964844
2019-11,56,36,36.0,37.47999954223633
2019-12,46,36,36.0,28.31999969482422
2020-01,41,43,43.0,22.63999938964844
2020-02,34,45,45.0,21.31999969482422
2020-03,25,44,44.0,25.11999893188477
2020-04,25,53,53.0,28.479999542236328
2020-05,27,70,70.0,34.31999969482422
2020-06,24,74,74.0,40.63999938964844
