Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,40.015846
2017-04,20,55,55.0,47.35205
2017-05,21,60,60.0,60.888657
2017-06,20,74,74.0,62.589413
2017-07,19,89,89.0,68.4706
2017-08,19,64,64.0,59.652767
2017-09,23,48,48.0,54.332317
2017-10,33,40,40.0,50.84997
2017-11,43,36,36.0,51.82383
2017-12,56,35,35.0,39.018463
2018-01,56,40,40.0,37.367126
2018-02,33,42,42.0,43.493156
2018-03,27,51,51.0,42.64333
2018-04,24,56,56.0,66.28249
2018-05,22,71,71.0,70.82152
2018-06,21,79,79.0,72.97637
2018-07,21,91,91.0,83.201164
2018-08,21,66,66.0,72.41301
2018-09,24,49,49.0,55.423126
2018-10,39,39,39.0,48.109142
2018-11,53,34,34.0,40.735443
2018-12,48,36,36.0,36.247864
2019-01,49,39,39.0,37.630257
2019-02,39,42,42.0,42.37395
2019-03,30,53,53.0,46.985596
2019-04,24,57,57.0,56.045326
2019-05,23,65,65.0,73.06492
2019-06,22,82,82.0,72.953354
2019-07,21,100,100.0,85.852234
2019-08,21,68,68.0,70.53425
2019-09,24,51,51.0,53.168503
2019-10,40,40,40.0,42.42461
2019-11,56,36,36.0,39.403736
2019-12,46,36,36.0,37.30809
2020-01,41,43,43.0,38.92075
2020-02,34,45,45.0,47.547356
2020-03,25,44,44.0,49.64002
2020-04,25,53,53.0,58.75791
2020-05,27,70,70.0,62.584217
2020-06,24,74,74.0,75.47447
