Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,35.4747428894043
2017-04,20,55,55.0,39.73270797729492
2017-05,21,60,60.0,43.60617065429688
2017-06,20,74,74.0,46.19684982299805
2017-07,19,89,89.0,61.64448928833008
2017-08,19,64,64.0,60.35130310058594
2017-09,23,48,48.0,57.95722961425781
2017-10,33,40,40.0,54.710670471191406
2017-11,43,36,36.0,49.790435791015625
2017-12,56,35,35.0,42.78379821777344
2018-01,56,40,40.0,37.413177490234375
2018-02,33,42,42.0,35.95758819580078
2018-03,27,51,51.0,41.39469909667969
2018-04,24,56,56.0,48.25526428222656
2018-05,22,71,71.0,53.12390899658203
2018-06,21,79,79.0,61.4793701171875
2018-07,21,91,91.0,68.48961639404297
2018-08,21,66,66.0,68.7422103881836
2018-09,24,49,49.0,66.89913940429688
2018-10,39,39,39.0,63.42987823486328
2018-11,53,34,34.0,38.078590393066406
2018-12,48,36,36.0,35.96043014526367
2019-01,49,39,39.0,36.29135894775391
2019-02,39,42,42.0,38.06293487548828
2019-03,30,53,53.0,42.77331161499024
2019-04,24,57,57.0,50.56045913696289
2019-05,23,65,65.0,57.816062927246094
2019-06,22,82,82.0,64.3663558959961
2019-07,21,100,100.0,75.5270004272461
2019-08,21,68,68.0,70.31444549560547
2019-09,24,51,51.0,62.14117431640625
2019-10,40,40,40.0,51.17804718017578
2019-11,56,36,36.0,41.69647979736328
2019-12,46,36,36.0,38.564552307128906
2020-01,41,43,43.0,37.16112518310547
2020-02,34,45,45.0,41.52406311035156
2020-03,25,44,44.0,54.7329330444336
2020-04,25,53,53.0,60.87127685546875
2020-05,27,70,70.0,65.56114196777344
2020-06,24,74,74.0,70.60758972167969
