Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,50.48541706625536
2017-04,20,55,55.0,51.2785586049982
2017-05,21,60,60.0,53.76870868727
2017-06,20,74,74.0,59.273731148984574
2017-07,19,89,89.0,61.009395759230685
2017-08,19,64,64.0,54.63757296119707
2017-09,23,48,48.0,52.17141379237298
2017-10,33,40,40.0,52.17141379237298
2017-11,43,36,36.0,54.94424475933333
2017-12,56,35,35.0,53.95855742425661
2018-01,56,40,40.0,52.18763550948078
2018-02,33,42,42.0,52.5019695564505
2018-03,27,51,51.0,54.08241225046566
2018-04,24,56,56.0,56.813877237417024
2018-05,22,71,71.0,59.273731148984574
2018-06,21,79,79.0,59.273731148984574
2018-07,21,91,91.0,57.56126508961059
2018-08,21,66,66.0,58.63108167242232
2018-09,24,49,49.0,54.57142351427599
2018-10,39,39,39.0,52.61833903726426
2018-11,53,34,34.0,52.61833903726426
2018-12,48,36,36.0,52.63188911378002
2019-01,49,39,39.0,52.76031497761245
2019-02,39,42,42.0,52.76031497761245
2019-03,30,53,53.0,54.312510316612496
2019-04,24,57,57.0,57.04397530356386
2019-05,23,65,65.0,59.31047977637246
2019-06,22,82,82.0,59.273731148984574
2019-07,21,100,100.0,57.56126508961059
2019-08,21,68,68.0,58.63108167242232
2019-09,24,51,51.0,56.7654663376254
2019-10,40,40,40.0,54.81511851636711
2019-11,56,36,36.0,52.61833903726426
2019-12,46,36,36.0,50.91942305440604
2020-01,41,43,43.0,52.63188911378002
2020-02,34,45,45.0,52.76031497761245
2020-03,25,44,44.0,54.38223531031825
2020-04,25,53,53.0,57.04397530356386
2020-05,27,70,70.0,59.273731148984574
2020-06,24,74,74.0,59.273731148984574
