Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,40.926517486572266
2017-04,20,55,55.0,47.35205078125
2017-05,21,60,60.0,62.9951400756836
2017-06,20,74,74.0,63.027530670166016
2017-07,19,89,89.0,68.47059631347656
2017-08,19,64,64.0,59.65276718139648
2017-09,23,48,48.0,54.16186141967773
2017-10,33,40,40.0,52.85286712646485
2017-11,43,36,36.0,51.29697036743164
2017-12,56,35,35.0,36.49611282348633
2018-01,56,40,40.0,37.36712646484375
2018-02,33,42,42.0,43.49315643310547
2018-03,27,51,51.0,42.64332962036133
2018-04,24,56,56.0,66.9521713256836
2018-05,22,71,71.0,72.68382263183594
2018-06,21,79,79.0,72.97637176513672
2018-07,21,91,91.0,83.20116424560547
2018-08,21,66,66.0,72.41300964355469
2018-09,24,49,49.0,55.423126220703125
2018-10,39,39,39.0,50.60881423950195
2018-11,53,34,34.0,40.735443115234375
2018-12,48,36,36.0,36.24786376953125
2019-01,49,39,39.0,38.42026519775391
2019-02,39,42,42.0,42.37395095825195
2019-03,30,53,53.0,46.985595703125
2019-04,24,57,57.0,61.39922332763672
2019-05,23,65,65.0,73.0649185180664
2019-06,22,82,82.0,72.95335388183594
2019-07,21,100,100.0,85.85223388671875
2019-08,21,68,68.0,70.53424835205078
2019-09,24,51,51.0,52.66352844238281
2019-10,40,40,40.0,42.42461013793945
2019-11,56,36,36.0,39.40373611450195
2019-12,46,36,36.0,36.72222137451172
2020-01,41,43,43.0,38.92074966430664
2020-02,34,45,45.0,47.54735565185547
2020-03,25,44,44.0,49.640018463134766
2020-04,25,53,53.0,58.757911682128906
2020-05,27,70,70.0,69.32286834716797
2020-06,24,74,74.0,76.86296844482422
