Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,48.9886133481201
2017-04,20,55,55.0,53.61085728570122
2017-05,21,60,60.0,60.983294465563816
2017-06,20,74,74.0,67.45017166026622
2017-07,19,89,89.0,79.09365793257484
2017-08,19,64,64.0,68.92955394596436
2017-09,23,48,48.0,55.12019279779286
2017-10,33,40,40.0,46.92016895286332
2017-11,43,36,36.0,46.93136797623352
2017-12,56,35,35.0,49.73366421995436
2018-01,56,40,40.0,35.31485301285919
2018-02,33,42,42.0,42.85360218664478
2018-03,27,51,51.0,48.10572840581496
2018-04,24,56,56.0,57.68532771805304
2018-05,22,71,71.0,62.09799513131745
2018-06,21,79,79.0,76.59512041392694
2018-07,21,91,91.0,86.68783829800107
2018-08,21,66,66.0,70.98971587542512
2018-09,24,49,49.0,55.553436785458175
2018-10,39,39,39.0,46.41924751469129
2018-11,53,34,34.0,44.24294103871061
2018-12,48,36,36.0,45.77597239126963
2019-01,49,39,39.0,34.467755719890235
2019-02,39,42,42.0,42.62017835251962
2019-03,30,53,53.0,49.29250932426883
2019-04,24,57,57.0,59.52933420684903
2019-05,23,65,65.0,66.1205201000337
2019-06,22,82,82.0,74.81313040215177
2019-07,21,100,100.0,91.23906694421116
2019-08,21,68,68.0,75.16176427371254
2019-09,24,51,51.0,53.990616503747496
2019-10,40,40,40.0,44.52325850778721
2019-11,56,36,36.0,39.91610491169554
2019-12,46,36,36.0,41.86657974048104
2020-01,41,43,43.0,37.69357226179393
2020-02,34,45,45.0,45.396703651163904
2020-03,25,44,44.0,53.77434228002973
2020-04,25,53,53.0,53.11133991069968
2020-05,27,70,70.0,64.03196604687595
2020-06,24,74,74.0,81.16744480297062
