Date,Daily minimum temperatures,actual,forecast
1/1/1989,14.3,14.3,13.978507995605469
1/2/1989,17.4,17.4,13.848515510559082
1/3/1989,18.5,18.5,14.050841331481934
1/4/1989,16.8,16.8,13.894062042236328
1/5/1989,11.5,11.5,13.886958122253418
1/6/1989,9.5,9.5,13.905458450317385
1/7/1989,12.2,12.2,13.854694366455078
1/8/1989,15.7,15.7,13.872952461242676
1/9/1989,16.3,16.3,13.910327911376951
1/10/1989,13.6,13.6,13.875959396362305
1/11/1989,12.6,12.6,13.824736595153809
1/12/1989,13.8,13.8,13.834271430969238
1/13/1989,12.1,12.1,13.85158634185791
1/14/1989,13.4,13.4,13.807409286499023
1/15/1989,17.3,17.3,13.717058181762695
1/16/1989,19.4,19.4,13.948936462402344
1/17/1989,16.6,16.6,13.90064811706543
1/18/1989,13.9,13.9,13.703743934631348
1/19/1989,13.1,13.1,13.779706001281738
1/20/1989,16.0,16.0,13.873943328857422
1/21/1989,14.5,14.5,13.780807495117188
1/22/1989,15.0,15.0,13.685141563415527
1/23/1989,12.6,12.6,13.609901428222656
1/24/1989,12.5,12.5,13.699848175048828
1/25/1989,15.2,15.2,13.741933822631836
1/26/1989,16.2,16.2,13.600494384765623
1/27/1989,16.5,16.5,13.683588027954102
1/28/1989,20.1,20.1,13.692484855651855
1/29/1989,20.6,20.6,13.630385398864746
1/30/1989,16.9,16.9,13.506962776184082
1/31/1989,16.5,16.5,14.261884689331056
2/1/1989,16.1,16.1,13.982345581054688
2/2/1989,14.4,14.4,14.142601013183594
2/3/1989,16.3,16.3,14.10778522491455
2/4/1989,15.7,15.7,14.090916633605955
2/5/1989,14.2,14.2,14.057597160339355
2/6/1989,13.2,13.2,14.044734954833984
2/7/1989,16.8,16.8,14.147141456604004
2/8/1989,18.5,18.5,14.0034761428833
2/9/1989,16.7,16.7,14.121122360229492
2/10/1989,15.3,15.3,13.90119171142578
2/11/1989,15.9,15.9,13.99693489074707
2/12/1989,15.2,15.2,13.901131629943848
2/13/1989,17.5,17.5,13.85877513885498
2/14/1989,18.3,18.3,13.898622512817385
2/15/1989,19.4,19.4,13.802369117736816
2/16/1989,19.4,19.4,13.944572448730469
2/17/1989,19.5,19.5,13.71259307861328
2/18/1989,20.5,20.5,13.809524536132812
2/19/1989,15.7,15.7,13.999550819396973
2/20/1989,15.0,15.0,13.934311866760254
2/21/1989,16.1,16.1,13.895340919494627
2/22/1989,14.3,14.3,13.797364234924316
2/23/1989,13.0,13.0,13.852091789245604
2/24/1989,16.2,16.2,13.705379486083984
2/25/1989,17.7,17.7,13.855895042419434
2/26/1989,13.2,13.2,13.777417182922363
2/27/1989,15.8,15.8,13.762965202331545
2/28/1989,18.5,18.5,13.69981575012207
3/1/1989,20.4,20.4,13.765594482421877
3/2/1989,22.0,22.0,14.379609107971191
3/3/1989,19.7,19.7,14.402073860168455
3/4/1989,19.6,19.6,14.27194595336914
3/5/1989,20.3,20.3,14.279335021972656
3/6/1989,18.3,18.3,14.134658813476562
3/7/1989,18.9,18.9,14.29909896850586
3/8/1989,20.3,20.3,14.198599815368652
3/9/1989,21.4,21.4,14.21095085144043
3/10/1989,18.3,18.3,14.184327125549316
3/11/1989,17.8,17.8,14.145204544067385
3/12/1989,17.7,17.7,14.10767936706543
3/13/1989,12.8,12.8,14.088896751403809
3/14/1989,15.1,15.1,14.124415397644045
3/15/1989,15.0,15.0,14.10038948059082
3/16/1989,14.8,14.8,14.264290809631348
3/17/1989,12.0,12.0,13.939725875854492
3/18/1989,12.5,12.5,14.24397087097168
3/19/1989,15.0,15.0,13.922730445861816
3/20/1989,17.1,17.1,14.030240058898926
3/21/1989,17.3,17.3,14.107138633728027
3/22/1989,16.9,16.9,14.065114974975586
3/23/1989,16.5,16.5,14.07251262664795
3/24/1989,13.6,13.6,14.057964324951172
3/25/1989,13.2,13.2,14.017586708068848
3/26/1989,9.4,9.4,14.038546562194824
3/27/1989,9.5,9.5,14.021015167236328
3/28/1989,11.8,11.8,13.928863525390623
3/29/1989,10.4,10.4,14.061798095703123
3/30/1989,9.7,9.7,13.825653076171877
3/31/1989,12.6,12.6,13.936251640319824
4/1/1989,13.3,13.3,13.51715087890625
4/2/1989,15.1,15.1,13.490341186523438
4/3/1989,14.2,14.2,13.551475524902344
4/4/1989,14.2,14.2,13.51824951171875
4/5/1989,19.2,19.2,13.41041088104248
4/6/1989,12.6,12.6,13.492136001586914
4/7/1989,14.2,14.2,13.437782287597656
4/8/1989,11.9,11.9,13.495738983154297
4/9/1989,13.9,13.9,13.466140747070312
4/10/1989,13.5,13.5,13.417194366455078
4/11/1989,15.3,15.3,13.414347648620604
4/12/1989,13.9,13.9,13.38648509979248
4/13/1989,14.0,14.0,13.376811981201172
4/14/1989,12.9,12.9,13.382079124450684
4/15/1989,8.5,8.5,13.422810554504396
4/16/1989,11.4,11.4,13.472119331359863
4/17/1989,10.9,10.9,13.479718208312988
4/18/1989,12.0,12.0,13.381706237792969
4/19/1989,8.6,8.6,13.367507934570312
4/20/1989,9.0,9.0,13.373491287231444
4/21/1989,9.6,9.6,13.40323257446289
4/22/1989,10.2,10.2,13.36572265625
4/23/1989,9.8,9.8,13.350646018981934
4/24/1989,8.3,8.3,13.36624813079834
4/25/1989,11.0,11.0,13.332114219665527
