Month,Passengers,actual,forecast
1958-08,505,505.0,454.75732421875
1958-09,404,404.0,440.3436584472656
1958-10,359,359.0,352.93408203125
1958-11,310,310.0,344.6281433105469
1958-12,337,337.0,345.26690673828125
1959-01,360,360.0,340.7157287597656
1959-02,342,342.0,346.8187255859375
1959-03,406,406.0,355.1738586425781
1959-04,396,396.0,356.703125
1959-05,420,420.0,403.0363464355469
1959-06,472,472.0,462.4213562011719
1959-07,548,548.0,480.0367736816406
1959-08,559,559.0,469.3349609375
1959-09,463,463.0,407.0095825195313
1959-10,407,407.0,385.5678405761719
1959-11,362,362.0,366.2005004882813
1959-12,405,405.0,352.3010559082031
1960-01,417,417.0,390.2205810546875
1960-02,391,391.0,429.9988708496094
1960-03,419,419.0,447.8332824707031
1960-04,461,461.0,438.5595397949219
1960-05,472,472.0,460.80029296875
1960-06,535,535.0,503.9244995117188
1960-07,622,622.0,539.1582641601562
1960-08,606,606.0,550.2594604492188
1960-09,508,508.0,479.5643615722656
1960-10,461,461.0,464.1282958984375
1960-11,390,390.0,439.9962768554688
1960-12,432,432.0,436.2187194824219
