Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,14.28427505493164
2017-04,20,55,55.0,15.54912567138672
2017-05,21,60,60.0,13.954094886779783
2017-06,20,74,74.0,15.056015968322754
2017-07,19,89,89.0,14.82381820678711
2017-08,19,64,64.0,13.463492393493652
2017-09,23,48,48.0,14.155702590942385
2017-10,33,40,40.0,12.75890064239502
2017-11,43,36,36.0,14.723499298095703
2017-12,56,35,35.0,15.139618873596191
2018-01,56,40,40.0,12.56197452545166
2018-02,33,42,42.0,13.528290748596191
2018-03,27,51,51.0,16.653600692749023
2018-04,24,56,56.0,15.748236656188965
2018-05,22,71,71.0,15.603819847106934
2018-06,21,79,79.0,12.862499237060549
2018-07,21,91,91.0,14.85433292388916
2018-08,21,66,66.0,16.85200309753418
2018-09,24,49,49.0,15.82009220123291
2018-10,39,39,39.0,15.78015422821045
2018-11,53,34,34.0,16.210494995117188
2018-12,48,36,36.0,15.538118362426758
2019-01,49,39,39.0,15.625061988830566
2019-02,39,42,42.0,15.058992385864258
2019-03,30,53,53.0,16.281410217285156
2019-04,24,57,57.0,12.734491348266602
2019-05,23,65,65.0,15.086569786071776
2019-06,22,82,82.0,15.105634689331056
2019-07,21,100,100.0,14.78852081298828
2019-08,21,68,68.0,16.214488983154297
2019-09,24,51,51.0,16.03729820251465
2019-10,40,40,40.0,14.413219451904297
2019-11,56,36,36.0,15.622322082519531
2019-12,46,36,36.0,16.831254959106445
2020-01,41,43,43.0,13.408519744873049
2020-02,34,45,45.0,17.608102798461914
2020-03,25,44,44.0,16.813207626342773
2020-04,25,53,53.0,14.197568893432615
2020-05,27,70,70.0,15.594225883483888
2020-06,24,74,74.0,18.24935340881348
