Month,Passengers,actual,forecast
1958-08,505,505.0,489.724162374718
1958-09,404,404.0,441.8782172278483
1958-10,359,359.0,356.0513404087807
1958-11,310,310.0,312.9430247231414
1958-12,337,337.0,344.775571425799
1959-01,360,360.0,342.2791391338124
1959-02,342,342.0,333.3732016201751
1959-03,406,406.0,388.0030652609224
1959-04,396,396.0,389.3682860684426
1959-05,420,420.0,410.83194340186793
1959-06,472,472.0,485.4699889934727
1959-07,548,548.0,532.4193292064509
1959-08,559,559.0,554.864656751033
1959-09,463,463.0,462.93237350415495
1959-10,407,407.0,416.1637174822471
1959-11,362,362.0,359.65254233642963
1959-12,405,405.0,386.679180244648
1960-01,417,417.0,421.8784489090911
1960-02,391,391.0,401.7351721572497
1960-03,419,419.0,452.2061879696433
1960-04,461,461.0,413.6845945641148
1960-05,472,472.0,466.1357148583815
1960-06,535,535.0,535.173157027968
1960-07,622,622.0,606.0453562330194
1960-08,606,606.0,630.0517571580624
1960-09,508,508.0,513.41725474683
1960-10,461,461.0,456.56186110925626
1960-11,390,390.0,416.27836856727487
1960-12,432,432.0,440.88020122703466
