Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,41.58273746597577
2017-04,20,55,55.0,49.87211181239007
2017-05,21,60,60.0,57.69653160162999
2017-06,20,74,74.0,60.41625348854044
2017-07,19,89,89.0,60.622142655590025
2017-08,19,64,64.0,56.11421315274566
2017-09,23,48,48.0,49.69483013589299
2017-10,33,40,40.0,44.87979954277749
2017-11,43,36,36.0,49.378592296592295
2017-12,56,35,35.0,38.548930686577584
2018-01,56,40,40.0,37.65839678227997
2018-02,33,42,42.0,43.48717999252211
2018-03,27,51,51.0,41.681344301928014
2018-04,24,56,56.0,54.91769557270076
2018-05,22,71,71.0,63.71069203176138
2018-06,21,79,79.0,77.1953031674208
2018-07,21,91,91.0,79.33053846153845
2018-08,21,66,66.0,60.19588390583977
2018-09,24,49,49.0,52.69756571234083
2018-10,39,39,39.0,47.6498815810205
2018-11,53,34,34.0,41.92532012893068
2018-12,48,36,36.0,36.8200342920213
2019-01,49,39,39.0,38.2739212768668
2019-02,39,42,42.0,43.47247815358833
2019-03,30,53,53.0,44.28926730435342
2019-04,24,57,57.0,57.39544162000411
2019-05,23,65,65.0,71.70381623931623
2019-06,22,82,82.0,73.2290067155067
2019-07,21,100,100.0,83.45223382173383
2019-08,21,68,68.0,64.26461406103356
2019-09,24,51,51.0,52.5509662352046
2019-10,40,40,40.0,44.18726386762916
2019-11,56,36,36.0,40.30116642054634
2019-12,46,36,36.0,38.71149232016587
2020-01,41,43,43.0,38.70015939960931
2020-02,34,45,45.0,45.40237999986256
2020-03,25,44,44.0,47.06549476055219
2020-04,25,53,53.0,60.48014599887431
2020-05,27,70,70.0,64.12989604839606
2020-06,24,74,74.0,73.56689883255702
