Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,17.518
2017-04,20,55,55.0,19.108
2017-05,21,60,60.0,25.192
2017-06,20,74,74.0,30.702
2017-07,19,89,89.0,36.708
2017-08,19,64,64.0,47.898
2017-09,23,48,48.0,61.608
2017-10,33,40,40.0,43.248
2017-11,43,36,36.0,30.168
2017-12,56,35,35.0,20.658
2018-01,56,40,40.0,18.108
2018-02,33,42,42.0,17.658
2018-03,27,51,51.0,18.108
2018-04,24,56,56.0,20.658
2018-05,22,71,71.0,27.168
2018-06,21,79,79.0,33.708
2018-07,21,91,91.0,41.208
2018-08,21,66,66.0,52.398
2018-09,24,49,49.0,66.108
2018-10,39,39,39.0,47.748
2018-11,53,34,34.0,34.668
2018-12,48,36,36.0,25.158
2019-01,49,39,39.0,22.608
2019-02,39,42,42.0,22.158
2019-03,30,53,53.0,22.608
2019-04,24,57,57.0,25.158
2019-05,23,65,65.0,31.668
2019-06,22,82,82.0,38.208
2019-07,21,100,100.0,45.708
2019-08,21,68,68.0,56.898
2019-09,24,51,51.0,70.608
2019-10,40,40,40.0,52.248
2019-11,56,36,36.0,39.168
2019-12,46,36,36.0,29.658
2020-01,41,43,43.0,27.108
2020-02,34,45,45.0,26.658
2020-03,25,44,44.0,27.108
2020-04,25,53,53.0,29.658
2020-05,27,70,70.0,36.168
2020-06,24,74,74.0,42.708
