Month,Passengers,actual,forecast
1958-08,505,505.0,456.8282165527344
1958-09,404,404.0,477.0545349121094
1958-10,359,359.0,372.9590148925781
1958-11,310,310.0,354.3863525390625
1958-12,337,337.0,312.2456970214844
1959-01,360,360.0,352.25933837890625
1959-02,342,342.0,383.3996887207031
1959-03,406,406.0,343.3297119140625
1959-04,396,396.0,405.2833557128906
1959-05,420,420.0,379.6513977050781
1959-06,472,472.0,368.40728759765625
1959-07,548,548.0,469.6496276855469
1959-08,559,559.0,524.490966796875
1959-09,463,463.0,543.3836669921875
1959-10,407,407.0,427.9029541015625
1959-11,362,362.0,398.4461975097656
1959-12,405,405.0,359.3917236328125
1960-01,417,417.0,394.3565979003906
1960-02,391,391.0,401.21185302734375
1960-03,419,419.0,384.56390380859375
1960-04,461,461.0,412.01947021484375
1960-05,472,472.0,422.561767578125
1960-06,535,535.0,473.9790344238281
1960-07,622,622.0,514.556396484375
1960-08,606,606.0,590.8988037109375
1960-09,508,508.0,563.2955322265625
1960-10,461,461.0,454.3843078613281
1960-11,390,390.0,455.7126770019531
1960-12,432,432.0,372.0252075195313
