Month,Passengers,actual,forecast
1958-08,505,505.0,18.155397415161133
1958-09,404,404.0,16.85383415222168
1958-10,359,359.0,17.754274368286133
1958-11,310,310.0,17.649484634399414
1958-12,337,337.0,19.611495971679688
1959-01,360,360.0,18.56144905090332
1959-02,342,342.0,18.02898406982422
1959-03,406,406.0,17.37173843383789
1959-04,396,396.0,18.04829788208008
1959-05,420,420.0,19.009923934936523
1959-06,472,472.0,17.935867309570312
1959-07,548,548.0,18.37094688415528
1959-08,559,559.0,20.12674331665039
1959-09,463,463.0,20.02481842041016
1959-10,407,407.0,20.20772361755371
1959-11,362,362.0,20.392911911010746
1959-12,405,405.0,20.25203895568848
1960-01,417,417.0,19.55577850341797
1960-02,391,391.0,19.287586212158203
1960-03,419,419.0,19.31678771972656
1960-04,461,461.0,19.663970947265625
1960-05,472,472.0,20.14348602294922
1960-06,535,535.0,20.00606918334961
1960-07,622,622.0,20.04151153564453
1960-08,606,606.0,21.712570190429688
1960-09,508,508.0,21.40163230895996
1960-10,461,461.0,22.422462463378903
1960-11,390,390.0,22.10790634155273
1960-12,432,432.0,21.3011474609375
