Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,41.93732985040528
2017-04,20,55,55.0,45.48166752325868
2017-05,21,60,60.0,61.59175746872553
2017-06,20,74,74.0,67.81810499245647
2017-07,19,89,89.0,70.9177079327446
2017-08,19,64,64.0,70.24488982501362
2017-09,23,48,48.0,51.89999914559142
2017-10,33,40,40.0,56.317614870349246
2017-11,43,36,36.0,49.34744540820081
2017-12,56,35,35.0,67.22856655811933
2018-01,56,40,40.0,56.4547183214211
2018-02,33,42,42.0,56.483430648624505
2018-03,27,51,51.0,56.38445909153101
2018-04,24,56,56.0,65.01891898378696
2018-05,22,71,71.0,67.87130641945784
2018-06,21,79,79.0,87.08881875524088
2018-07,21,91,91.0,101.9331853816726
2018-08,21,66,66.0,82.76207721857344
2018-09,24,49,49.0,63.66387368210002
2018-10,39,39,39.0,43.43217006591593
2018-11,53,34,34.0,45.56863335461086
2018-12,48,36,36.0,42.6044370951218
2019-01,49,39,39.0,43.7312934127593
2019-02,39,42,42.0,48.05218091450261
2019-03,30,53,53.0,49.945321994464905
2019-04,24,57,57.0,61.572144375200565
2019-05,23,65,65.0,72.56113693809672
2019-06,22,82,82.0,84.21979863498566
2019-07,21,100,100.0,86.0622250036331
2019-08,21,68,68.0,71.31278996005659
2019-09,24,51,51.0,52.13395047857889
2019-10,40,40,40.0,46.72889115252607
2019-11,56,36,36.0,40.78643838063204
2019-12,46,36,36.0,41.091938746106834
2020-01,41,43,43.0,42.11265206582846
2020-02,34,45,45.0,47.53189855776344
2020-03,25,44,44.0,53.76755508667053
2020-04,25,53,53.0,64.28292304039005
2020-05,27,70,70.0,72.20356407866788
2020-06,24,74,74.0,82.49617699474801
