Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,52.85108947753906
2017-04,20,55,55.0,64.6163558959961
2017-05,21,60,60.0,82.83615112304688
2017-06,20,74,74.0,84.5689926147461
2017-07,19,89,89.0,75.7500228881836
2017-08,19,64,64.0,80.82708740234375
2017-09,23,48,48.0,81.09437561035156
2017-10,33,40,40.0,88.81017303466797
2017-11,43,36,36.0,97.0778350830078
2017-12,56,35,35.0,96.35246276855467
2018-01,56,40,40.0,99.90211486816406
2018-02,33,42,42.0,104.37486267089844
2018-03,27,51,51.0,109.39054870605467
2018-04,24,56,56.0,116.36595916748048
2018-05,22,71,71.0,119.4416961669922
2018-06,21,79,79.0,122.84601593017578
2018-07,21,91,91.0,128.2629852294922
2018-08,21,66,66.0,133.83135986328125
2018-09,24,49,49.0,140.23348999023438
2018-10,39,39,39.0,145.4064178466797
2018-11,53,34,34.0,149.76858520507812
2018-12,48,36,36.0,155.54183959960938
2019-01,49,39,39.0,161.89065551757812
2019-02,39,42,42.0,168.58291625976562
2019-03,30,53,53.0,174.95350646972656
2019-04,24,57,57.0,180.71864318847656
2019-05,23,65,65.0,187.12225341796875
2019-06,22,82,82.0,194.24220275878903
2019-07,21,100,100.0,201.65545654296875
2019-08,21,68,68.0,209.04736328125
2019-09,24,51,51.0,216.17002868652344
2019-10,40,40,40.0,223.5763092041016
2019-11,56,36,36.0,231.59243774414065
2019-12,46,36,36.0,239.97116088867188
2020-01,41,43,43.0,248.46829223632807
2020-02,34,45,45.0,256.93194580078125
2020-03,25,44,44.0,265.5870056152344
2020-04,25,53,53.0,274.7212829589844
2020-05,27,70,70.0,284.2633056640625
2020-06,24,74,74.0,294.0287170410156
