Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,36.86990737915039
2017-04,20,55,55.0,40.69418716430664
2017-05,21,60,60.0,49.966064453125
2017-06,20,74,74.0,42.24922180175781
2017-07,19,89,89.0,50.25849151611328
2017-08,19,64,64.0,72.7640609741211
2017-09,23,48,48.0,59.41085433959961
2017-10,33,40,40.0,45.96444320678711
2017-11,43,36,36.0,43.463111877441406
2017-12,56,35,35.0,35.421836853027344
2018-01,56,40,40.0,38.71311950683594
2018-02,33,42,42.0,44.51301574707031
2018-03,27,51,51.0,48.53498840332031
2018-04,24,56,56.0,55.72382736206055
2018-05,22,71,71.0,51.412445068359375
2018-06,21,79,79.0,60.91203689575195
2018-07,21,91,91.0,61.92471694946289
2018-08,21,66,66.0,57.91624450683594
2018-09,24,49,49.0,50.0789794921875
2018-10,39,39,39.0,48.28781127929688
2018-11,53,34,34.0,36.27695083618164
2018-12,48,36,36.0,36.07122421264648
2019-01,49,39,39.0,38.79537582397461
2019-02,39,42,42.0,44.28903198242188
2019-03,30,53,53.0,52.02506637573242
2019-04,24,57,57.0,58.4169921875
2019-05,23,65,65.0,66.45587158203125
2019-06,22,82,82.0,65.45931243896484
2019-07,21,100,100.0,82.79114532470703
2019-08,21,68,68.0,55.15838241577149
2019-09,24,51,51.0,49.02878952026367
2019-10,40,40,40.0,41.20292282104492
2019-11,56,36,36.0,35.430694580078125
2019-12,46,36,36.0,36.89593124389648
2020-01,41,43,43.0,39.51593780517578
2020-02,34,45,45.0,51.004730224609375
2020-03,25,44,44.0,50.11629486083984
2020-04,25,53,53.0,47.91189956665039
2020-05,27,70,70.0,55.0145378112793
2020-06,24,74,74.0,71.54158020019531
