Month,Passengers,actual,forecast
1958-08,505,505.0,33.42184066772461
1958-09,404,404.0,32.31348419189453
1958-10,359,359.0,33.985347747802734
1958-11,310,310.0,37.18875503540039
1958-12,337,337.0,32.50083541870117
1959-01,360,360.0,28.494916915893555
1959-02,342,342.0,35.08369445800781
1959-03,406,406.0,34.41945266723633
1959-04,396,396.0,28.66830062866211
1959-05,420,420.0,31.025487899780277
1959-06,472,472.0,37.03557586669922
1959-07,548,548.0,40.47296524047852
1959-08,559,559.0,37.53160858154297
1959-09,463,463.0,30.088382720947266
1959-10,407,407.0,36.93375015258789
1959-11,362,362.0,35.251102447509766
1959-12,405,405.0,40.55881118774414
1960-01,417,417.0,38.42383575439453
1960-02,391,391.0,32.85531234741211
1960-03,419,419.0,37.65568161010742
1960-04,461,461.0,39.3086166381836
1960-05,472,472.0,34.484405517578125
1960-06,535,535.0,41.837677001953125
1960-07,622,622.0,35.44890213012695
1960-08,606,606.0,35.124755859375
1960-09,508,508.0,39.51448822021485
1960-10,461,461.0,41.30338668823242
1960-11,390,390.0,34.863365173339844
1960-12,432,432.0,34.338233947753906
