Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,25.5773187278477
2017-04,20,55,55.0,39.7022989167093
2017-05,21,60,60.0,49.34692333422439
2017-06,20,74,74.0,54.98792622222718
2017-07,19,89,89.0,63.215919772781824
2017-08,19,64,64.0,73.64327430121519
2017-09,23,48,48.0,84.59804010197443
2017-10,33,40,40.0,83.45336697261357
2017-11,43,36,36.0,63.53389900996548
2017-12,56,35,35.0,49.16310026526049
2018-01,56,40,40.0,39.88360427982575
2018-02,33,42,42.0,35.39966270433315
2018-03,27,51,51.0,36.11736716212488
2018-04,24,56,56.0,39.49273145444364
2018-05,22,71,71.0,45.01053494400363
2018-06,21,79,79.0,50.24788059994365
2018-07,21,91,91.0,56.38663627487655
2018-08,21,66,66.0,64.48512679135777
2018-09,24,49,49.0,74.82208266041991
2018-10,39,39,39.0,80.51120618078276
2018-11,53,34,34.0,66.54946996220794
2018-12,48,36,36.0,52.33093872353248
2019-01,49,39,39.0,42.99390601800288
2019-02,39,42,42.0,36.83925193278604
2019-03,30,53,53.0,33.79533425625801
2019-04,24,57,57.0,38.52752444398246
2019-05,23,65,65.0,46.46293724584296
2019-06,22,82,82.0,53.38248591357368
2019-07,21,100,100.0,60.70662238572501
2019-08,21,68,68.0,70.45051994321052
2019-09,24,51,51.0,80.44213749624126
2019-10,40,40,40.0,83.43750651401503
2019-11,56,36,36.0,68.11534068683827
2019-12,46,36,36.0,53.29366722997169
2020-01,41,43,43.0,43.9905124610914
2020-02,34,45,45.0,37.14613511025195
2020-03,25,44,44.0,34.47812830881264
2020-04,25,53,53.0,37.883149349446
2020-05,27,70,70.0,43.93447630612619
2020-06,24,74,74.0,49.75518961234557
