Month,Passengers,actual,forecast
1958-08,505,505.0,512.1084
1958-09,404,404.0,460.9203
1958-10,359,359.0,390.61615
1958-11,310,310.0,337.97748
1958-12,337,337.0,360.72354
1959-01,360,360.0,356.77924
1959-02,342,342.0,329.5379
1959-03,406,406.0,380.89703
1959-04,396,396.0,355.61517
1959-05,420,420.0,357.49518
1959-06,472,472.0,464.7977
1959-07,548,548.0,560.54553
1959-08,559,559.0,576.85516
1959-09,463,463.0,433.97504
1959-10,407,407.0,359.83203
1959-11,362,362.0,286.98114
1959-12,405,405.0,347.20145
1960-01,417,417.0,354.06415
1960-02,391,391.0,299.51663
1960-03,419,419.0,425.42773
1960-04,461,461.0,411.1371
1960-05,472,472.0,453.58252
1960-06,535,535.0,469.4879
1960-07,622,622.0,578.9384
1960-08,606,606.0,603.1978
1960-09,508,508.0,479.13757
1960-10,461,461.0,425.73267
1960-11,390,390.0,390.38144
1960-12,432,432.0,451.60925
