Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,44.198822021484375
2017-04,20,55,55.0,51.9454460144043
2017-05,21,60,60.0,59.90773010253906
2017-06,20,74,74.0,65.85134887695312
2017-07,19,89,89.0,65.30067443847656
2017-08,19,64,64.0,57.74967193603516
2017-09,23,48,48.0,47.35892868041992
2017-10,33,40,40.0,37.60157775878906
2017-11,43,36,36.0,33.48531723022461
2017-12,56,35,35.0,35.00153732299805
2018-01,56,40,40.0,37.54598236083984
2018-02,33,42,42.0,40.59391784667969
2018-03,27,51,51.0,46.875244140625
2018-04,24,56,56.0,53.18813705444336
2018-05,22,71,71.0,66.81582641601562
2018-06,21,79,79.0,78.56340026855469
2018-07,21,91,91.0,79.11760711669922
2018-08,21,66,66.0,68.78150939941406
2018-09,24,49,49.0,52.648582458496094
2018-10,39,39,39.0,41.12932205200195
2018-11,53,34,34.0,42.12092590332031
2018-12,48,36,36.0,38.7931022644043
2019-01,49,39,39.0,42.45212936401367
2019-02,39,42,42.0,43.952392578125
2019-03,30,53,53.0,51.18190002441406
2019-04,24,57,57.0,60.568946838378906
2019-05,23,65,65.0,75.05690002441406
2019-06,22,82,82.0,83.06668853759766
2019-07,21,100,100.0,83.07088470458984
2019-08,21,68,68.0,70.30501556396484
2019-09,24,51,51.0,52.75221252441406
2019-10,40,40,40.0,41.587646484375
2019-11,56,36,36.0,38.39961242675781
2019-12,46,36,36.0,38.037628173828125
2020-01,41,43,43.0,43.16978073120117
2020-02,34,45,45.0,47.10768508911133
2020-03,25,44,44.0,51.86204528808594
2020-04,25,53,53.0,62.51443862915039
2020-05,27,70,70.0,77.30105590820312
2020-06,24,74,74.0,90.72760772705078
