Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,16.20703125
2017-04,20,55,55.0,15.8203125
2017-05,21,60,60.0,18.28125
2017-06,20,74,74.0,20.5078125
2017-07,19,89,89.0,25.390625
2017-08,19,64,64.0,30.2734375
2017-09,23,48,48.0,36.1328125
2017-10,33,40,40.0,42.96875
2017-11,43,36,36.0,32.2265625
2017-12,56,35,35.0,24.4140625
2018-01,56,40,40.0,19.53125
2018-02,33,42,42.0,16.6015625
2018-03,27,51,51.0,16.6015625
2018-04,24,56,56.0,19.53125
2018-05,22,71,71.0,23.4375
2018-06,21,79,79.0,28.3203125
2018-07,21,91,91.0,33.203125
2018-08,21,66,66.0,39.0625
2018-09,24,49,49.0,46.875
2018-10,39,39,39.0,35.15625
2018-11,53,34,34.0,26.3671875
2018-12,48,36,36.0,21.484375
2019-01,49,39,39.0,17.578125
2019-02,39,42,42.0,17.578125
2019-03,30,53,53.0,21.484375
2019-04,24,57,57.0,25.390625
2019-05,23,65,65.0,30.2734375
2019-06,22,82,82.0,35.15625
2019-07,21,100,100.0,41.015625
2019-08,21,68,68.0,48.828125
2019-09,24,51,51.0,36.1328125
2019-10,40,40,40.0,27.34375
2019-11,56,36,36.0,22.4609375
2019-12,46,36,36.0,18.5546875
2020-01,41,43,43.0,18.5546875
2020-02,34,45,45.0,22.4609375
2020-03,25,44,44.0,26.3671875
2020-04,25,53,53.0,31.25
2020-05,27,70,70.0,36.1328125
2020-06,24,74,74.0,42.96875
