Month,Passengers,actual,forecast
1958-08,505,505.0,501.8749084472656
1958-09,404,404.0,528.506103515625
1958-10,359,359.0,445.67083740234375
1958-11,310,310.0,367.5430603027344
1958-12,337,337.0,318.6413269042969
1959-01,360,360.0,378.0407104492188
1959-02,342,342.0,357.2497863769531
1959-03,406,406.0,346.47821044921875
1959-04,396,396.0,396.10931396484375
1959-05,420,420.0,400.4252014160156
1959-06,472,472.0,400.0652160644531
1959-07,548,548.0,437.08050537109375
1959-08,559,559.0,484.9711608886719
1959-09,463,463.0,586.3253784179688
1959-10,407,407.0,451.18646240234375
1959-11,362,362.0,396.4569396972656
1959-12,405,405.0,353.61199951171875
1960-01,417,417.0,457.0607604980469
1960-02,391,391.0,459.1233520507813
1960-03,419,419.0,359.0188903808594
1960-04,461,461.0,351.90234375
1960-05,472,472.0,365.3499755859375
1960-06,535,535.0,466.3845520019531
1960-07,622,622.0,507.8273315429688
1960-08,606,606.0,595.3361206054688
1960-09,508,508.0,689.7634887695312
1960-10,461,461.0,444.2508850097656
1960-11,390,390.0,430.9773559570313
1960-12,432,432.0,432.9269409179688
