Month,Passengers,actual,forecast
1958-08,505,505.0,499.0410461425781
1958-09,404,404.0,544.4688720703125
1958-10,359,359.0,385.8632507324219
1958-11,310,310.0,363.6555480957031
1958-12,337,337.0,310.367431640625
1959-01,360,360.0,344.4841003417969
1959-02,342,342.0,354.41619873046875
1959-03,406,406.0,319.4735107421875
1959-04,396,396.0,416.4539489746094
1959-05,420,420.0,372.3999633789063
1959-06,472,472.0,404.0693664550781
1959-07,548,548.0,476.2985229492188
1959-08,559,559.0,554.4588012695312
1959-09,463,463.0,575.1419067382812
1959-10,407,407.0,431.9306335449219
1959-11,362,362.0,396.6646423339844
1959-12,405,405.0,352.1224670410156
1960-01,417,417.0,362.6048583984375
1960-02,391,391.0,401.2063598632813
1960-03,419,419.0,402.1611328125
1960-04,461,461.0,438.9468688964844
1960-05,472,472.0,453.0509643554688
1960-06,535,535.0,453.4258728027344
1960-07,622,622.0,505.3382873535156
1960-08,606,606.0,592.5580444335938
1960-09,508,508.0,573.6563720703125
1960-10,461,461.0,458.6364440917969
1960-11,390,390.0,482.6900939941406
1960-12,432,432.0,363.0763244628906
