Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,16.753
2017-04,20,55,55.0,19.101
2017-05,21,60,60.0,21.449
2017-06,20,74,74.0,23.797
2017-07,19,89,89.0,26.145
2017-08,19,64,64.0,28.493
2017-09,23,48,48.0,30.841
2017-10,33,40,40.0,33.189
2017-11,43,36,36.0,35.537
2017-12,56,35,35.0,37.885
2018-01,56,40,40.0,40.233
2018-02,33,42,42.0,42.581
2018-03,27,51,51.0,44.929
2018-04,24,56,56.0,47.277
2018-05,22,71,71.0,49.625
2018-06,21,79,79.0,51.973
2018-07,21,91,91.0,54.321
2018-08,21,66,66.0,56.669
2018-09,24,49,49.0,59.017
2018-10,39,39,39.0,61.365
2018-11,53,34,34.0,63.713
2018-12,48,36,36.0,66.061
2019-01,49,39,39.0,68.409
2019-02,39,42,42.0,70.757
2019-03,30,53,53.0,73.105
2019-04,24,57,57.0,75.453
2019-05,23,65,65.0,77.801
2019-06,22,82,82.0,80.149
2019-07,21,100,100.0,82.497
2019-08,21,68,68.0,84.845
2019-09,24,51,51.0,87.193
2019-10,40,40,40.0,89.541
2019-11,56,36,36.0,91.889
2019-12,46,36,36.0,94.237
2020-01,41,43,43.0,96.585
2020-02,34,45,45.0,98.933
2020-03,25,44,44.0,101.281
2020-04,25,53,53.0,103.629
2020-05,27,70,70.0,105.977
2020-06,24,74,74.0,108.325
