Month,Passengers,actual,forecast
1958-08,505,505.0,427.4816284179688
1958-09,404,404.0,390.6400146484375
1958-10,359,359.0,346.60955810546875
1958-11,310,310.0,320.66375732421875
1958-12,337,337.0,308.39727783203125
1959-01,360,360.0,297.3398132324219
1959-02,342,342.0,295.1737976074219
1959-03,406,406.0,306.41973876953125
1959-04,396,396.0,324.0055847167969
1959-05,420,420.0,352.276123046875
1959-06,472,472.0,384.3626098632813
1959-07,548,548.0,410.3389892578125
1959-08,559,559.0,418.16058349609375
1959-09,463,463.0,407.7825317382813
1959-10,407,407.0,366.7374267578125
1959-11,362,362.0,329.9535217285156
1959-12,405,405.0,307.2380065917969
1960-01,417,417.0,293.27117919921875
1960-02,391,391.0,288.7479248046875
1960-03,419,419.0,294.48834228515625
1960-04,461,461.0,310.3005065917969
1960-05,472,472.0,334.4847106933594
1960-06,535,535.0,361.2554016113281
1960-07,622,622.0,386.6480102539063
1960-08,606,606.0,408.0028076171875
1960-09,508,508.0,415.7367858886719
1960-10,461,461.0,390.4234008789063
1960-11,390,390.0,345.09942626953125
1960-12,432,432.0,314.7177429199219
