Month,Passengers,actual,forecast
1958-08,505,505.0,34.26864242553711
1958-09,404,404.0,33.81484603881836
1958-10,359,359.0,34.01937484741211
1958-11,310,310.0,34.61232376098633
1958-12,337,337.0,35.68653869628906
1959-01,360,360.0,35.517539978027344
1959-02,342,342.0,38.078269958496094
1959-03,406,406.0,38.64469909667969
1959-04,396,396.0,37.98307037353516
1959-05,420,420.0,42.1214714050293
1959-06,472,472.0,38.62483215332031
1959-07,548,548.0,39.80281829833984
1959-08,559,559.0,39.2353744506836
1959-09,463,463.0,41.3282470703125
1959-10,407,407.0,32.28507232666016
1959-11,362,362.0,36.27414321899414
1959-12,405,405.0,36.6297492980957
1960-01,417,417.0,34.337791442871094
1960-02,391,391.0,32.259037017822266
1960-03,419,419.0,38.2777214050293
1960-04,461,461.0,37.18979263305664
1960-05,472,472.0,34.244197845458984
1960-06,535,535.0,44.71998977661133
1960-07,622,622.0,43.59623336791992
1960-08,606,606.0,36.9732666015625
1960-09,508,508.0,44.33445358276367
1960-10,461,461.0,44.59365463256836
1960-11,390,390.0,44.33831787109375
1960-12,432,432.0,48.01969528198242
