Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,39.80366134643555
2017-04,20,55,55.0,40.59976959228516
2017-05,21,60,60.0,41.38838577270508
2017-06,20,74,74.0,42.16958999633789
2017-07,19,89,89.0,42.94344711303711
2017-08,19,64,64.0,43.71002578735352
2017-09,23,48,48.0,44.46939468383789
2017-10,33,40,40.0,45.221622467041016
2017-11,43,36,36.0,45.96677780151367
2017-12,56,35,35.0,46.70492172241211
2018-01,56,40,40.0,47.436126708984375
2018-02,33,42,42.0,48.160457611083984
2018-03,27,51,51.0,48.87797927856445
2018-04,24,56,56.0,49.55073165893555
2018-05,22,71,71.0,50.15970993041992
2018-06,21,79,79.0,50.7109489440918
2018-07,21,91,91.0,51.20993423461914
2018-08,21,66,66.0,51.66162109375
2018-09,24,49,49.0,52.07048034667969
2018-10,39,39,39.0,52.44058227539063
2018-11,53,34,34.0,52.77560043334961
2018-12,48,36,36.0,53.078861236572266
2019-01,49,39,39.0,53.35337066650391
2019-02,39,42,42.0,53.60185623168945
2019-03,30,53,53.0,53.8267822265625
2019-04,24,57,57.0,54.03038787841797
2019-05,23,65,65.0,54.214691162109375
2019-06,22,82,82.0,54.38151931762695
2019-07,21,100,100.0,54.53253936767578
2019-08,21,68,68.0,54.66923904418945
2019-09,24,51,51.0,54.7929801940918
2019-10,40,40,40.0,54.90498733520508
2019-11,56,36,36.0,55.006378173828125
2019-12,46,36,36.0,55.09815979003906
2020-01,41,43,43.0,55.18124008178711
2020-02,34,45,45.0,55.256439208984375
2020-03,25,44,44.0,55.32451629638672
2020-04,25,53,53.0,55.38613510131836
2020-05,27,70,70.0,55.44191360473633
2020-06,24,74,74.0,55.49240493774414
