Month,Passengers,actual,forecast
1958-08,505,505.0,397.396484375
1958-09,404,404.0,402.8890380859375
1958-10,359,359.0,408.16644287109375
1958-11,310,310.0,389.3751525878906
1958-12,337,337.0,397.4292602539063
1959-01,360,360.0,395.9130859375
1959-02,342,342.0,385.3770446777344
1959-03,406,406.0,380.5576171875
1959-04,396,396.0,388.4548645019531
1959-05,420,420.0,386.7651977539063
1959-06,472,472.0,389.9280700683594
1959-07,548,548.0,412.4377136230469
1959-08,559,559.0,399.97943115234375
1959-09,463,463.0,401.7917785644531
1959-10,407,407.0,411.7245178222656
1959-11,362,362.0,406.1339416503906
1959-12,405,405.0,416.7960510253906
1960-01,417,417.0,411.90234375
1960-02,391,391.0,400.0453186035156
1960-03,419,419.0,395.3945617675781
1960-04,461,461.0,404.9331359863281
1960-05,472,472.0,408.7515563964844
1960-06,535,535.0,410.2388610839844
1960-07,622,622.0,424.77197265625
1960-08,606,606.0,442.9821472167969
1960-09,508,508.0,450.556640625
1960-10,461,461.0,455.4878540039063
1960-11,390,390.0,447.7347717285156
1960-12,432,432.0,463.6063537597656
