date,OT,actual,forecast
2/1/2018 16:00,3.799000025,3.799000025,3.2743316
2/1/2018 17:00,3.588000059,3.588000059,2.8704636
2/1/2018 18:00,3.799000025,3.799000025,2.7987726
2/1/2018 19:00,3.588000059,3.588000059,2.3727448
2/1/2018 20:00,3.305999994,3.305999994,2.766279
2/1/2018 21:00,3.657999992,3.657999992,3.4087222
2/1/2018 22:00,4.290999889,4.290999889,4.181476
2/1/2018 23:00,3.938999891,3.938999891,4.811438
2/2/2018 0:00,3.799000025,3.799000025,4.3755884
2/2/2018 1:00,4.361999989,4.361999989,4.4828215
2/2/2018 2:00,4.643000126,4.643000126,6.1245685
2/2/2018 3:00,4.221000195,4.221000195,4.0600715
2/2/2018 4:00,4.079999924,4.079999924,4.06181
2/2/2018 5:00,3.868999958,3.868999958,3.7567294
2/2/2018 6:00,3.938999891,3.938999891,4.066352
2/2/2018 7:00,3.727999926,3.727999926,3.6777952
2/2/2018 8:00,3.868999958,3.868999958,3.406001
2/2/2018 9:00,4.43200016,4.43200016,3.8741844
2/2/2018 10:00,3.377000093,3.377000093,4.2891555
2/2/2018 11:00,4.079999924,4.079999924,4.123303
2/2/2018 12:00,3.588000059,3.588000059,4.1974034
2/2/2018 13:00,3.447000027,3.447000027,4.4040794
2/2/2018 14:00,3.305999994,3.305999994,4.6998205
2/2/2018 15:00,3.868999958,3.868999958,4.107501
2/2/2018 16:00,3.305999994,3.305999994,4.1126995
2/2/2018 17:00,3.51699996,3.51699996,4.042097
2/2/2018 18:00,2.321000099,2.321000099,4.1163054
2/2/2018 19:00,2.039999962,2.039999962,3.8362145
2/2/2018 20:00,1.899000049,1.899000049,4.200498
2/2/2018 21:00,2.461999893,2.461999893,4.190188
2/2/2018 22:00,2.532000065,2.532000065,3.315597
2/2/2018 23:00,2.039999962,2.039999962,4.0801344
2/3/2018 0:00,2.039999962,2.039999962,3.779975
2/3/2018 1:00,0.843999982,0.843999982,3.326732
2/3/2018 2:00,0.703000009,0.703000009,3.3873105
2/3/2018 3:00,0.703000009,0.703000009,3.7941685
2/3/2018 4:00,1.337000012,1.337000012,3.3146882
2/3/2018 5:00,0.773999989,0.773999989,3.6546092
2/3/2018 6:00,0.0,0.0,2.5877798
2/3/2018 7:00,0.0,0.0,2.0995688
2/3/2018 8:00,0.0,0.0,2.0220947
2/3/2018 9:00,0.773999989,0.773999989,2.736716
2/3/2018 10:00,1.406999946,1.406999946,2.7390954
2/3/2018 11:00,2.039999962,2.039999962,2.0959737
2/3/2018 12:00,1.266000032,1.266000032,1.9469868
2/3/2018 13:00,1.970000029,1.970000029,0.9014279
2/3/2018 14:00,3.447000027,3.447000027,0.3977182
2/3/2018 15:00,3.447000027,3.447000027,0.6446767
2/3/2018 16:00,3.657999992,3.657999992,1.4713414
2/3/2018 17:00,3.236000061,3.236000061,1.0865029
2/3/2018 18:00,2.461999893,2.461999893,0.3524295
2/3/2018 19:00,2.39199996,2.39199996,0.48486403
2/3/2018 20:00,1.687999964,1.687999964,0.70071614
2/3/2018 21:00,1.266000032,1.266000032,1.3639811
2/3/2018 22:00,2.180999994,2.180999994,1.6381531
2/3/2018 23:00,0.773999989,0.773999989,2.124212
2/4/2018 0:00,1.899000049,1.899000049,1.678205
2/4/2018 1:00,1.828999996,1.828999996,2.3066492
2/4/2018 2:00,2.250999928,2.250999928,3.6075401
2/4/2018 3:00,2.039999962,2.039999962,3.6076648
2/4/2018 4:00,2.180999994,2.180999994,3.4733872
2/4/2018 5:00,2.39199996,2.39199996,3.042199
2/4/2018 6:00,1.687999964,1.687999964,2.748446
2/4/2018 7:00,1.547999978,1.547999978,2.7654076
2/4/2018 8:00,1.899000049,1.899000049,2.0022838
2/4/2018 9:00,2.673000097,2.673000097,1.61211
2/4/2018 10:00,2.884000063,2.884000063,2.3322492
2/4/2018 11:00,3.799000025,3.799000025,1.261689
2/4/2018 12:00,2.954999924,2.954999924,2.1441598
2/4/2018 13:00,3.377000093,3.377000093,2.1580083
2/4/2018 14:00,4.43200016,4.43200016,2.4290285
2/4/2018 15:00,3.868999958,3.868999958,2.3126762
2/4/2018 16:00,4.150000095,4.150000095,2.3967016
2/4/2018 17:00,4.150000095,4.150000095,2.8387911
2/4/2018 18:00,3.236000061,3.236000061,2.1678467
2/4/2018 19:00,2.884000063,2.884000063,1.7354903
2/4/2018 20:00,2.461999893,2.461999893,2.2104566
2/4/2018 21:00,3.447000027,3.447000027,3.0926049
2/4/2018 22:00,4.079999924,4.079999924,3.3102133
2/4/2018 23:00,3.588000059,3.588000059,3.9480422
2/5/2018 0:00,4.290999889,4.290999889,3.2045987
2/5/2018 1:00,3.799000025,3.799000025,3.6806614
2/5/2018 2:00,3.165999889,3.165999889,4.2645144
2/5/2018 3:00,4.079999924,4.079999924,4.085414
2/5/2018 4:00,3.095000029,3.095000029,4.1050086
2/5/2018 5:00,3.588000059,3.588000059,3.9810271
2/5/2018 6:00,2.884000063,2.884000063,3.456547
2/5/2018 7:00,3.025000095,3.025000095,3.1504624
