Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,51.75700378417969
2017-04,20,55,55.0,64.02532958984375
2017-05,21,60,60.0,79.53016662597656
2017-06,20,74,74.0,78.49852752685547
2017-07,19,89,89.0,69.69503784179688
2017-08,19,64,64.0,68.7742919921875
2017-09,23,48,48.0,72.40985870361328
2017-10,33,40,40.0,80.19037628173828
2017-11,43,36,36.0,81.36753845214844
2017-12,56,35,35.0,69.31117248535156
2018-01,56,40,40.0,70.10840606689453
2018-02,33,42,42.0,83.44164276123047
2018-03,27,51,51.0,95.6483383178711
2018-04,24,56,56.0,102.47196197509766
2018-05,22,71,71.0,103.94703674316406
2018-06,21,79,79.0,108.30853271484376
2018-07,21,91,91.0,119.62940216064452
2018-08,21,66,66.0,129.27377319335938
2018-09,24,49,49.0,131.05711364746094
2018-10,39,39,39.0,130.23406982421875
2018-11,53,34,34.0,132.68980407714844
2018-12,48,36,36.0,142.41099548339844
2019-01,49,39,39.0,152.67999267578125
2019-02,39,42,42.0,159.4410400390625
2019-03,30,53,53.0,165.865966796875
2019-04,24,57,57.0,177.0002899169922
2019-05,23,65,65.0,192.2467498779297
2019-06,22,82,82.0,207.2670135498047
2019-07,21,100,100.0,218.10206604003903
2019-08,21,68,68.0,227.5668029785156
2019-09,24,51,51.0,240.0753173828125
2019-10,40,40,40.0,255.76840209960935
2019-11,56,36,36.0,271.3617248535156
2019-12,46,36,36.0,285.433349609375
2020-01,41,43,43.0,300.4155578613281
2020-02,34,45,45.0,319.6710205078125
2020-03,25,44,44.0,342.7721862792969
2020-04,25,53,53.0,366.6134948730469
2020-05,27,70,70.0,389.8576049804688
2020-06,24,74,74.0,414.2557678222656
