Month,Heater,Ice cream,actual,forecast
2017-03,25,44,44.0,14.55660343170166
2017-04,20,55,55.0,15.076031684875488
2017-05,21,60,60.0,15.162376403808594
2017-06,20,74,74.0,15.012067794799805
2017-07,19,89,89.0,15.089343070983888
2017-08,19,64,64.0,15.333515167236328
2017-09,23,48,48.0,15.186030387878418
2017-10,33,40,40.0,15.154901504516602
2017-11,43,36,36.0,15.56166934967041
2017-12,56,35,35.0,15.41793441772461
2018-01,56,40,40.0,15.772527694702148
2018-02,33,42,42.0,15.768515586853027
2018-03,27,51,51.0,15.826189041137695
2018-04,24,56,56.0,15.762639045715332
2018-05,22,71,71.0,15.901512145996094
2018-06,21,79,79.0,15.917383193969728
2018-07,21,91,91.0,15.883618354797363
2018-08,21,66,66.0,16.259973526000977
2018-09,24,49,49.0,16.692211151123047
2018-10,39,39,39.0,16.68655014038086
2018-11,53,34,34.0,16.563934326171875
2018-12,48,36,36.0,16.432758331298828
2019-01,49,39,39.0,16.366100311279297
2019-02,39,42,42.0,16.444534301757812
2019-03,30,53,53.0,16.501598358154297
2019-04,24,57,57.0,17.0445499420166
2019-05,23,65,65.0,16.942020416259766
2019-06,22,82,82.0,17.326725006103516
2019-07,21,100,100.0,17.612398147583008
2019-08,21,68,68.0,17.435832977294922
2019-09,24,51,51.0,17.433427810668945
2019-10,40,40,40.0,17.137920379638672
2019-11,56,36,36.0,17.1937255859375
2019-12,46,36,36.0,17.939422607421875
2020-01,41,43,43.0,17.67482566833496
2020-02,34,45,45.0,17.635292053222656
2020-03,25,44,44.0,17.678306579589844
2020-04,25,53,53.0,17.782875061035156
2020-05,27,70,70.0,17.7403507232666
2020-06,24,74,74.0,17.752643585205078
