Month,Passengers,actual,forecast
1958-08,505,505.0,506.119140625
1958-09,404,404.0,452.70068359375
1958-10,359,359.0,386.43896484375
1958-11,310,310.0,337.5155944824219
1958-12,337,337.0,340.2757263183594
1959-01,360,360.0,344.61187744140625
1959-02,342,342.0,330.16717529296875
1959-03,406,406.0,370.61712646484375
1959-04,396,396.0,368.7957153320313
1959-05,420,420.0,368.244873046875
1959-06,472,472.0,475.5041809082031
1959-07,548,548.0,533.2116088867188
1959-08,559,559.0,528.8060302734375
1959-09,463,463.0,431.8192138671875
1959-10,407,407.0,381.4385070800781
1959-11,362,362.0,285.736083984375
1959-12,405,405.0,322.3253173828125
1960-01,417,417.0,313.3854064941406
1960-02,391,391.0,360.0505676269531
1960-03,419,419.0,395.7526550292969
1960-04,461,461.0,408.6038818359375
1960-05,472,472.0,450.3489074707031
1960-06,535,535.0,514.1907958984375
1960-07,622,622.0,624.329345703125
1960-08,606,606.0,615.71142578125
1960-09,508,508.0,516.3126831054688
1960-10,461,461.0,443.5402221679688
1960-11,390,390.0,414.7580871582031
1960-12,432,432.0,445.0078430175781
